area,length,metal_thi,metal_cat,mach_cat,meth_cat,quality
2.9496295320730237,5.014599381041442,0.6945396959355217,2,1,2,5
7.523950839920638,7.318313793275177,0.3404361325954659,3,1,3,4
4.297928787753437,6.238353896977977,1.3389334221240563,3,2,2,3
3.6323266251459656,6.68110586824611,0.8258478870228583,1,1,1,4
8.234749950594185,9.162643442255355,0.6055264471462567,2,2,1,3
2.3857554482405066,8.536111474821233,0.5567955896834491,1,3,2,2
5.665100977580748,9.648244918273944,0.7092611010920382,2,1,2,4
4.948756782056619,9.330346640007539,1.3567580066804343,1,1,2,4
8.17569793831892,3.245482219908887,1.942399037624174,2,2,1,3
4.91360399417502,3.661839292739508,1.030346501826499,2,1,1,2
3.58254402642106,6.651846536230078,0.5920448487611409,1,3,1,5
8.078752808956995,1.2456412365381924,0.8564324465668307,3,1,1,4
9.015107595440144,6.997033149806129,1.5105919360798594,1,1,2,3
7.928875387921999,3.2003018424101883,0.6139440920619315,3,3,3,4
6.068369620048348,9.427157023911127,0.9557208537039186,1,2,2,1
9.472713156581515,4.390202386225805,0.4165282397512231,1,1,3,2
2.6569526816457363,4.193412846916805,1.8492578920359652,3,2,2,2
3.2579087349206466,1.5110393195549494,0.01728526399980357,1,1,1,4
3.02955396812367,9.191410994204784,1.2779321447122605,3,1,1,2
5.877556147025027,8.688048572093319,1.4625879490939622,2,2,2,5
2.1791110964842373,5.280411317021985,1.9932750595652577,1,1,2,4
8.448871764698907,2.4708083139831483,0.05946297962764757,1,3,3,1
8.832190978586203,5.37299166453741,1.785364748272492,1,3,3,1
9.32801375151052,6.878318106790391,1.9552562601203738,3,2,3,5
7.904133500836774,5.600297597214797,0.02633280760676837,1,3,2,5
7.929628917854506,4.457870690598628,0.17301229640234328,3,1,3,5
7.370043617054558,6.112813014049178,1.0075458542370663,2,2,2,4
5.6919208274542665,4.711682211814912,1.5373892549173458,1,3,2,5
3.4749687729235297,2.9737733190231093,0.40852819808997953,1,1,1,2
9.314738137775876,1.8210689538205982,1.8708351371954504,1,2,3,2
9.235758390047547,6.72701878881507,1.39287401370524,2,3,3,4
5.740714935973018,5.6158090570459045,0.4928935110852992,3,3,3,4
8.760566716986961,3.6032450076714047,1.5807526260704101,2,3,3,2
2.8413943629719127,2.5315489088917857,1.9903588972006276,1,2,3,2
2.339163870524459,1.067314414594935,0.5023217041489467,2,1,1,4
7.024523685322244,4.67915106414851,0.0834960048767448,2,3,1,2
6.372912469543891,3.399452803705367,0.5700860224373665,2,1,2,3
5.588108540655393,7.678671782417667,1.1258566209410588,1,1,2,4
4.393061615542319,3.8773627088089064,1.4066452650903898,1,1,1,1
4.46873650060449,7.801159928607177,1.7377314966271915,1,3,1,2
1.5529476705048786,4.750762759432363,1.3624707636907618,3,2,1,5
3.2184924025034185,8.04798251504222,1.1973132324671238,1,1,2,3
9.266166013788865,5.876031122516804,0.5953044311071805,3,2,1,1
9.523549710175885,5.23465613534694,0.546968505976994,2,3,2,1
9.346044338357101,7.313199347482574,1.8994839966791663,3,2,2,1
1.969905469946331,9.502081016884658,1.5592205599515978,1,1,3,4
2.994728821681953,8.458592279397392,1.0492023106154216,1,1,2,1
9.295361296392628,2.804866671768738,0.5573892630497992,2,3,1,5
1.9661679429206758,1.3504259793815603,0.08979253634077367,2,3,3,1
4.928838502742507,3.0092368834936396,0.3560131620415503,3,1,2,1
4.464265106947893,6.344361493853588,1.1498954456548283,3,2,2,5
6.319110461136235,2.825195759483297,0.6545294722441761,3,2,2,5
5.9553237695816135,5.659564869668292,1.1792937839546698,2,3,2,4
6.553043368065291,6.902621422294501,0.4665402897680988,1,3,3,2
8.924136390459363,7.118611976477004,0.6716514230867501,2,2,1,4
9.568655418809835,5.336380189195741,1.4159687328418513,1,2,1,4
5.3870651884241365,4.830258498319402,0.5407931079292831,1,2,3,2
7.7134142778720785,3.5283987757381063,0.12252676565484699,1,1,3,3
7.697272399827691,7.788930471376439,0.8958604756682167,1,3,1,1
4.244170156738445,4.209993564694087,1.7599786606838983,1,2,2,3
8.97041817653199,1.7430838369694013,1.5677890541677952,1,2,1,3
6.531213310556569,7.480230368213378,1.4063088942791355,2,1,2,4
3.2629039585235007,8.001263725497488,0.32093550225527,2,2,2,4
5.8547267026052365,5.94989455200401,0.20176346308553184,1,3,1,5
1.21597434588374,9.02473129433175,1.9469310902831132,1,3,2,2
1.8090665504336,1.462179956372005,1.9416900178504204,3,1,3,3
4.612380838502082,9.312948686991156,1.712915363941418,2,1,2,2
5.604351268962404,7.649732296902038,1.5233337922444043,2,1,3,4
7.202858191868094,7.703132293237498,0.7102717220983412,2,1,3,3
4.566375605565894,2.7350415262845975,1.3779821218647543,1,3,2,5
2.7916614060545237,5.111960564703717,0.7320553919632888,3,1,3,5
6.7562751833797074,9.184295538517034,0.7973869371301503,2,1,2,2
2.8922425754376455,2.797572105232561,0.0760362386843354,1,2,3,1
8.776236702950282,8.5252733747751,0.6778914912956895,1,3,2,3
5.658417647065353,6.382487578830812,0.043736007076141004,2,3,1,1
8.948324555250602,8.80284055240644,1.0937981498408742,1,3,3,4
5.771709021751546,7.644648027139953,0.9272324282220379,3,3,3,5
8.57303692141565,8.404355542515653,1.6782686256308332,1,2,3,5
6.017769833912389,1.6822516846886397,0.017655136008940975,1,3,1,1
4.16956785384617,7.2114442625693025,0.9514799267080742,1,1,1,3
1.08459469538666,9.908458969389601,0.5585684412534722,1,2,1,1
4.080382728512335,1.2391050633127787,1.6400629754961176,2,2,1,1
8.613232225057608,4.709596109597646,0.8348071864923754,1,2,1,4
2.793462236523776,1.9614929009007485,0.9847291239201388,1,1,1,3
8.932384725424296,9.317964011889696,1.5298761051803793,1,3,2,1
5.02198335114562,2.2897006278882452,0.1490843636469168,3,1,2,5
9.569824692644195,9.013676956092006,1.7171604213958236,1,1,2,5
7.317087636621331,5.880390421435676,1.0350751518481562,2,3,1,5
6.415030086771327,6.0055784288885,0.702800020447379,3,3,1,1
8.16884393494937,7.383540380600945,0.3285057039085748,1,1,1,2
2.2901716703256096,9.362108342753537,1.3081468301988266,3,2,1,4
5.6554151657711165,6.984030431703864,0.5936295608370885,1,2,1,4
9.878106898673847,1.293773977125537,0.9371423746162975,3,1,3,5
3.7602520712853766,6.026660276753921,0.6716819396729048,1,2,3,4
1.4210181465767895,6.797031438348583,1.735369400456448,2,2,1,3
7.469650567596401,5.615387598926336,0.4301539278296165,3,3,2,1
1.0655363995489795,2.4674623236311337,1.0817097782169767,3,1,1,4
8.962393683662995,4.881453270633215,0.3667024481463823,3,3,1,3
1.4388679748562068,8.436402307922734,1.3141889401237707,1,3,3,3
8.720598419080085,4.529644111523172,0.34825024923563697,1,2,2,2
4.407691056205765,7.708193466945971,1.2876484336303944,2,1,1,5
6.990799850315272,9.33061119956586,1.531470720258001,2,2,2,5
5.6120853649355755,9.399299056375444,1.7640012022034444,3,1,2,3
7.123044752341159,3.9391123538793025,0.15991207135756058,3,2,1,3
4.738403859939147,2.3805578899554996,0.06420835274212089,1,2,2,5
3.5458235971272267,1.3014838652154703,0.7519314882138548,2,3,2,4
7.831275054330836,8.402874240092512,1.093084393569704,2,3,2,1
6.080046972442418,6.849265580683685,1.7326087461731403,1,1,3,4
6.80523448849569,6.138371722447854,1.5618236915670733,2,3,1,5
3.654232943832472,5.294563960724586,0.7354843031313796,1,2,1,4
2.573539973842199,3.2756918002808746,0.8465179241470577,3,2,1,4
3.616161880663225,1.7186667305999193,0.12623839675211235,3,2,1,3
1.1265815456578445,1.8559013029414735,0.7123781919256575,3,1,2,1
1.0121084266646094,3.7430237019631365,1.4149629793933873,2,3,2,5
9.737836048693977,8.480246002511254,0.6818345327890534,1,1,2,3
3.317323333705761,7.594485582829308,0.5427263358447134,1,1,3,4
6.916994731237577,4.903841677013116,1.9560988933328207,3,3,3,2
3.933212105196136,6.50214368834434,1.1886161556953787,3,1,3,3
7.947495963930337,4.595792179085306,1.1542778891394565,2,3,1,3
4.618186622074065,2.8040519412153277,1.6540730474391523,3,1,3,1
4.308781102975125,9.367504398864194,0.19278636300550667,3,2,1,5
8.604652248732187,9.815125591578825,0.8224890809244252,1,1,3,4
7.8553608070655745,6.136662508818305,0.8049695516735849,2,3,3,5
1.7689223850854874,8.373580090452508,0.4707684575918716,1,3,2,4
9.519122671565857,9.268601835630172,1.6243644815579852,1,3,3,2
1.5980260916089002,4.8497500921591055,0.8877833643046922,1,3,2,1
6.472598723846973,9.346984126345667,1.950863779917543,1,1,3,4
7.625058227749352,7.832671252969661,1.6929366939473118,3,2,3,4
1.9170634207842745,2.3283568321152748,0.7925964342960985,3,1,1,4
4.406029575534402,6.058448062110714,0.917372984110824,2,2,1,2
6.4639448569244005,3.5367147623746407,0.26559832026724606,3,3,1,5
6.664999849803498,7.516955091386566,0.020395146325955515,1,2,1,5
1.4635342910708837,5.637246745902914,1.8346659388223088,2,2,1,2
9.84220706526627,3.2013272302203175,0.6266947323022021,2,1,2,1
4.658715221099458,6.218451124351123,0.9182240569855993,3,1,2,3
6.382318565396267,4.493386025923559,0.8207610389777475,2,3,2,3
4.451021621578253,7.590388993024983,0.9629581614605269,1,3,3,5
3.6957830669073717,4.358890314736905,0.7128925594629127,2,1,3,1
2.1523111335130056,9.711287493524926,1.5603706060098497,1,1,1,1
2.594811203050043,4.591270456919198,1.2842318811370779,2,3,2,4
4.020304224588109,7.529162133316521,1.5426341931925067,1,2,3,5
5.498217631382932,7.182461663051939,1.6042586739432652,1,1,2,2
1.9535025985340915,6.783788005935494,1.1151570345158905,2,3,3,2
6.491438759131007,3.5834039997409213,1.8968410115766974,2,1,3,3
5.855221450044311,5.803405419387055,0.19163583765995296,1,2,3,4
9.128449684191272,9.876372891713062,1.6907030471457418,3,2,1,4
3.5569263336556354,2.5332608314137097,1.133299741973786,3,2,3,3
2.217527484402692,6.02088347134278,0.3720310961517075,2,2,2,3
1.8005036840594109,2.4920445253449204,0.21679687010877835,2,3,2,4
6.361161911987913,8.900812272167421,1.549863086201636,2,3,1,3
6.492948329470737,8.530130474990504,0.6153586052868396,2,2,1,4
6.597456814182793,5.088025182180758,1.9535113930370693,2,3,3,3
4.744151182200746,6.352469060904599,0.6049511278689819,1,3,3,4
8.710739161933738,7.109266529347318,0.8507891966647234,2,2,2,3
4.168024568848143,2.789187118719124,1.0993040257729993,3,2,3,5
8.23556961269559,9.320472317349864,0.9483796713826342,3,1,2,3
2.7460289495467656,1.5916758321232147,1.6560561342952913,2,1,1,3
3.165036222563932,6.2793044384255,1.7078840025156252,2,2,2,2
9.151723004718015,7.3542802625968715,1.0622829722332077,3,1,2,2
8.83137169770597,8.89471871247941,0.8951220689641961,3,2,3,5
9.67281920560275,4.027201222061941,1.6326022276977854,2,2,2,3
2.2694826906635894,4.575679972552551,0.33887354806065706,3,3,3,4
1.6813846240325483,5.083122014336144,1.2446760016935525,1,1,2,4
9.397240165995322,8.883865611214517,1.2466245701326168,2,1,3,3
6.3879331432581665,8.736848256927534,0.1055354408288931,3,2,1,1
7.901025125190953,3.375846904320764,1.223241530308917,3,1,1,2
3.482438214720051,2.649340799772556,0.5300307992981004,3,3,1,5
7.700136294374361,9.864988398160726,1.9458656513127897,1,3,3,1
7.95308935292832,8.5337435742351,0.5722073026250292,2,2,3,5
3.9930557508451816,5.6233715252398975,0.3151158084506358,2,2,3,1
9.249856501991202,6.712959898767504,0.2727805783723576,3,1,3,3
4.447833617183997,8.870948147637328,1.1271057173543133,2,2,3,2
5.704384058061085,8.797548986926955,0.9390378564189619,3,3,3,1
8.997812800542597,5.882835461890772,1.8675431097200572,2,2,2,5
1.9834834073722825,3.3185893126377968,0.5456392058311688,3,3,3,5
5.021017771443665,8.904539473398653,1.7728368872249065,3,1,3,4
8.844591476232303,2.7490433223940145,0.15143389553090914,2,1,1,5
5.124433513634543,8.579174329735931,0.49427958119958637,3,3,3,2
7.385019599166435,4.091806147318708,0.36840256458224063,2,3,2,1
9.974333815621542,8.151644398198261,1.8063755626005806,1,2,3,4
1.7351369249245008,5.389343457168824,0.8167657201412679,2,3,3,3
4.607978743724868,8.712793154677282,1.2228881887102678,2,2,1,4
8.408931389324422,8.603169709968187,1.3749470549692342,3,3,3,4
6.554425865477109,5.38826610670254,0.9196188831279328,1,2,1,2
8.458851000567073,2.892873243500216,1.6873995548376273,2,2,2,3
9.973066352562693,8.271373797491298,1.4356826904538496,2,2,1,3
8.966011368596162,2.570019640440398,0.21873115663006204,2,1,2,1
8.490751599635416,6.265341765415469,1.83981807476696,1,1,2,4
4.728077692351205,6.364959809413949,1.0442991507638264,1,2,1,4
2.8436962872105753,7.828643632025325,1.8667675225066922,3,3,3,5
2.67985771239577,1.7927295085899189,1.4755922223546574,2,3,2,1
9.513401929472202,1.8402690987113395,0.47731512864287473,1,1,2,4
2.7211062921213554,6.346704729375279,0.42067792178950625,3,1,1,1
5.214857673140583,6.873908947772962,0.257043481191094,1,2,1,2
1.546756540577936,9.569683934998963,0.34652005500512195,3,2,2,2
4.845551531400968,3.7054157715118654,1.9322215753357361,2,2,2,2
9.651468339389531,8.25649067404667,0.18726912894913572,2,2,3,3
8.722648957629296,9.71865175667208,0.14638959679683516,1,1,1,5
7.30175846921313,3.5768419299798806,0.425917051724104,3,1,2,2
8.707730012407744,6.287909859011869,1.1987859569901393,2,2,2,5
8.807555163731442,4.530251258033006,0.12448686242292384,1,1,2,3
3.5201813069240924,1.216999447917631,0.5297425480931717,2,2,2,4
3.105625663814358,4.522148755575662,0.8680589050891432,1,3,2,1
2.9606014272248427,7.408719509743856,0.6563142976564913,2,2,3,2
1.1632565004448199,1.4853029340036878,1.6252115566795293,3,1,2,2
6.9815574901345405,3.0971798690756387,1.7039962553562553,3,2,3,5
8.921916415794811,9.33430957977119,0.4130242763280787,3,1,1,5
4.63127430668207,8.425278511382547,1.9837601355365813,3,2,3,3
9.098083814321203,1.9248301856718726,1.9471274847051212,1,2,2,3
4.331600440786959,2.6870830941083277,1.0779939569421226,3,2,1,2
9.563948317254772,4.102153107456857,1.734910540249665,3,1,3,3
2.639872728014682,2.914619884199283,1.4979269335974248,1,3,1,1
4.134408731609222,3.3877216918904924,1.9308631047208067,3,1,2,5
4.806897181599343,2.899212899693911,0.7642804702575412,2,3,3,4
3.2709486633478324,5.859128348347594,1.1991107691993896,1,1,3,1
7.399572128136573,1.9568672764702328,0.6847926477860045,2,2,1,4
3.9086398118558163,4.524020699931353,0.27214777269182,3,2,1,2
2.825106088346759,6.393499125868004,0.4047620148131521,2,3,1,1
6.020513039597856,3.831978785247175,1.6391093118389883,1,1,3,2
8.221508396190524,6.196493068192236,0.6797253897822717,3,3,3,1
7.727571603657721,9.9800430482001,1.3077825803108085,1,1,3,4
5.401238950277851,1.5915983052866851,1.5776980028108987,1,2,3,3
9.948314905111964,4.817771524994139,0.9176272271992236,2,2,3,2
6.091099292079513,6.944403040661102,0.1598976384358164,1,2,2,2
2.5077326440663392,9.521152067076379,0.8248179001358653,3,1,1,5
6.093505454569687,1.8578924389848108,0.41062836765693334,2,3,3,5
3.920583510011368,5.355334668341392,0.4878855206681989,1,3,1,3
2.4886396707043197,7.476566141733099,1.1635040295879076,1,3,3,3
5.394488471438417,5.020149277945572,0.3823854073681998,2,2,2,1
1.5559213625338466,9.288271359958948,0.13985238936740596,1,2,3,4
8.456827191661276,2.8526464502342304,0.5983701781029178,3,1,2,1
5.596297230625684,2.776092464381069,0.27349142864942055,2,1,1,3
2.4177140768088474,2.1300340391912624,1.898267614992563,2,1,2,5
2.2473123554692536,2.299420429823012,1.2720730355152994,2,1,1,2
8.373316883683575,7.965778161657562,1.0926838376454193,3,3,2,4
7.965380124883702,8.233808695806337,1.7803955102899147,1,2,3,1
3.9532393503448233,9.96110372496309,1.9608620087731834,3,2,1,2
5.770249340666375,1.219212974155681,1.4127883931639993,1,2,1,3
4.846063991022586,5.210573365226513,1.1464480469178993,1,2,2,1
1.767637959343797,1.478965531995316,1.0257845728885857,1,3,3,4
1.797374614637512,7.68931035446863,0.9731710771638937,1,3,1,5
6.208100218909205,7.509525121220943,0.11237146264675535,1,3,3,3
9.015774834755732,9.203365411494646,1.510499111345325,3,3,2,2
2.249787333959139,5.73610626157934,1.2939016413313333,1,3,3,1
5.315309685699181,7.72642322947504,1.2208226849451447,2,2,1,1
9.434069903174912,6.236691821522232,0.23168290656203006,3,2,1,1
9.796883038921333,8.928398018831093,0.37526320397157176,1,3,1,2
8.060475193432557,7.723013256044114,0.7415774705964606,3,2,2,5
6.859989022721175,4.708397145380832,1.969547467640034,2,2,3,4
6.29201859689034,1.6966354692892378,1.1937029547143083,3,1,1,4
7.262357365237259,7.966776874796485,0.5006230832523737,1,2,3,2
2.902746420818205,8.89451956719484,1.7719751030429503,1,1,3,3
5.819438564395013,5.362494352923319,1.8840860842797311,1,3,2,1
6.584984907469401,8.342351124203452,1.5788244287221513,2,2,2,1
1.6954483179515263,1.5935981904969876,0.27800924802986193,1,2,1,3
4.245996142722019,8.165417052823615,0.9437311358502649,3,1,1,5
7.017386026548328,6.436237589318699,0.9356416720818357,1,2,1,1
7.159388717967589,4.7411293192722725,1.522058989081233,2,2,1,1
3.946026189923362,7.762817787173491,1.9707911219384753,2,1,2,1
1.2172759114556126,4.515036229357928,0.2817123558696655,1,2,2,4
3.386094641548482,5.345485649603184,0.7824655892992061,1,1,2,2
6.701330058860164,7.923159486213491,1.180936864121424,1,3,3,3
7.101086477432815,9.924270377592645,0.6166375884666229,2,2,2,2
2.666716022523208,5.93603776047266,0.3012837281831864,1,2,1,5
6.99363202568266,8.460325910837106,0.07327713761427135,3,2,1,1
7.563288249303019,3.022559359155832,0.8586664304069624,2,2,3,4
5.414038195092779,6.417181607655777,0.04659256144827273,1,3,3,1
4.9189884960651415,2.590990155231518,0.4993027185914032,3,1,1,5
4.765470717780448,1.0409354220925024,0.5072320267734993,3,2,1,1
4.853205630900579,5.198374945134547,1.2134101941916173,3,3,2,4
9.989193476245243,3.63302538865041,0.46575420277894364,3,1,2,3
3.015377158507689,8.518382494605577,0.39675113593085354,3,2,3,3
1.682477790060685,6.859689124069051,0.5520668997109561,2,1,2,4
5.946377456638053,5.654793012739418,0.569799441299861,1,1,3,1
8.61285255617187,9.431972266671764,1.743767466505898,2,3,2,4
4.072689731020459,5.440154863370363,0.2023392293012627,1,2,2,1
3.104362276420403,9.63255014936771,1.4076318775524723,1,3,1,3
2.03811854208228,9.567970266726602,0.3769779242606286,2,1,2,5
5.642308201856504,4.381975212365827,1.5659080109241852,3,2,2,5
1.2237124098348815,3.715590566092277,0.9004932927736222,2,1,2,1
7.865521604547959,8.350051100530726,1.0820351362602292,2,3,2,3
8.93477231601317,4.90533000165807,0.13990886305380612,2,3,1,3
6.117142079977381,6.906569154251779,0.38818368810918313,3,2,1,1
3.566550129972903,7.766327390898765,0.1137035678326519,3,2,1,5
6.616892620784601,6.8229538979950375,0.9363305818145182,3,1,1,2
8.990055613800195,8.835087768889727,0.45041830380401504,1,3,2,1
4.425419852886485,4.687973179032428,1.8211221244970717,1,3,1,2
5.958177255173833,6.8906385275260345,0.5196592420737209,2,2,3,5
9.994452128543818,6.272701795166136,0.1324443102070041,3,2,1,3
7.46878863090198,9.295554923144108,0.4716089873618998,1,3,2,1
9.34695335115448,8.541343899013206,1.4737049727606786,1,3,1,1
9.909530833529308,3.7347173828547127,1.717179307365319,3,1,3,2
6.714049656229168,6.418926930162764,0.858824290177461,3,2,1,3
2.877921659611436,6.095774557593009,0.22844944435632208,1,1,3,5
8.166294311833422,9.335027849628192,1.0189270297533919,3,2,1,3
1.057965987759776,6.392024235724297,0.7838716241954609,2,1,1,1
6.15022978700823,5.364667579302675,1.8315244301997617,1,1,2,5
6.6784360794256665,2.9155345103713177,1.4412090260065384,2,1,2,4
2.2370120683712464,4.976909087977262,0.9891904101914895,3,3,3,2
8.052752479464509,6.838466049971923,0.16275194501007695,3,3,3,4
9.041384170851725,7.396771696892684,0.20721816496900014,3,1,1,4
6.902172732394499,3.126979062192592,1.851071550502757,2,2,1,5
5.9810604528281175,9.836393717848718,0.9018250114499877,1,2,3,1
1.0297391260555881,7.4768244570117535,0.19530985383741006,3,2,2,1
7.006215667039499,8.269744248572044,0.25123106340751944,1,2,1,3
2.377958100044173,9.49907096367401,1.1228848490222485,2,2,1,5
3.027816787018672,2.5426462607979863,0.8606950357921894,3,3,3,3
5.103020971097177,1.6162662773370426,0.5318101161929953,2,3,1,4
9.869096140499693,3.9367526062634335,1.590450950247658,2,2,2,5
7.324722333084124,8.561728420860527,0.856265107025505,2,2,2,1
3.637924328882543,4.593941459999989,0.4646915270312968,3,1,2,4
6.617042794124088,7.951141030311362,1.2885181323987502,2,3,1,1
7.458949466389401,1.50397178912652,1.082283684608879,1,1,1,4
6.735857876540087,6.9291763920915885,0.7804271189120906,1,3,2,1
6.382847131337879,1.6645929745466703,0.9130435303006699,1,1,3,4
7.501528159066457,1.3786816705509404,0.7974512094382074,2,2,3,5
2.523702302976065,4.5299501018589705,1.8478518821049323,2,2,3,4
7.135658519756449,8.353531519174677,1.706454080900145,3,2,2,3
4.430600173858519,1.7362437969002553,1.1692459098729764,3,1,2,2
4.238654276321429,5.11836751477011,1.3400370885145763,3,1,2,3
9.840651434381883,8.940484274651702,0.002461470914844721,1,2,1,2
9.863586636863536,9.303978344962143,0.4248989209974374,2,3,2,2
2.3309813127843197,5.983658222302612,1.8081643073560485,1,3,3,3
4.210476541407427,8.089073704993925,0.9407440480733149,3,1,1,3
1.5286122732292777,9.95293404501954,0.3286494251477219,1,2,1,1
8.157357052816174,2.7459631297926146,1.8779287707930712,3,3,1,5
3.1221407587099925,5.992306844699428,0.02440386394002103,2,1,3,1
6.971588233930436,7.1266824232870905,1.5932825976832308,2,2,1,1
3.886957103620461,9.370593522445139,1.5722798524372985,1,1,2,2
2.256860610524737,9.526967626993864,1.9299252228564658,3,2,2,2
5.907000259487202,3.6936148098432104,0.12861160347661693,1,2,1,5
3.209041468838479,7.6526807277555555,0.9861679678032094,1,2,3,4
2.473795648212944,5.569809505526003,1.0861482915506566,2,2,3,2
8.697339405010936,2.427650737606823,1.86137472887827,1,2,3,2
8.78494056438832,6.113163380193067,0.7890797427705516,1,3,1,1
6.506366834909697,4.451147007196515,1.1887966259457505,3,3,3,4
8.267868646068521,6.988728444856573,1.8827796123435543,1,3,1,2
6.964574829743672,5.175781399972823,0.9130461772808101,1,1,2,2
6.634557108187656,2.5073912364734428,0.8132086709106034,3,2,3,4
2.351648063112486,4.348701235754863,0.24480140253241522,1,2,2,1
1.77360982315939,9.132951065407516,0.0887152003697449,1,1,1,5
5.9203824068158655,2.58829646634406,0.9415120607197902,3,1,2,2
3.6455371378859773,8.963725710919228,0.5874762503866744,1,1,3,3
1.9212397737476263,8.390609188132416,0.7865463294490977,3,2,2,1
2.0484207140681194,6.756234176620562,1.9662339930322876,1,2,3,3
9.460997147083368,2.3386496110873205,0.8742841888406596,1,3,1,3
8.463966337940622,8.435051550595052,0.37957799091414657,3,3,2,1
1.4333612109312486,3.3056070712296064,1.546574294981756,3,1,2,1
2.5046768545205103,8.139679368753885,0.7462621054738885,1,1,3,4
5.028210496089138,2.583111376397991,0.13701685750694237,3,2,1,5
6.5445253758765745,4.744495576636357,0.07652261671043536,1,3,1,1
2.633369206154523,3.026174164125676,1.0885078819239067,2,3,3,5
7.48877863945467,2.93469107965884,0.7367216021549721,3,2,1,5
6.034633249701562,5.8824774874935475,0.04956117898414991,3,1,3,2
4.47232071280985,9.131529581424065,0.15760286788395583,2,3,2,4
5.166547161209824,3.858115683404577,0.11501247167052475,1,3,1,5
7.58778823691445,8.259995184673823,0.07937071397066231,3,3,2,5
8.95753687436559,6.873443656775143,0.11014606792869142,1,3,3,3
7.83089169907823,8.766163914321176,0.6280235600149928,1,1,1,4
5.357514825792861,4.907895379235493,1.4975222550923393,3,3,3,1
6.6657590181391955,4.081208635269574,0.5641228321709459,1,3,3,3
8.975636329497195,8.422806468168215,1.371366146083569,3,2,3,1
4.016057011970565,5.3678314101671845,1.62946545158891,3,1,2,2
6.196082805135943,1.66495307483786,1.8418922764710535,3,2,1,5
1.7171645087674714,2.5354722036764556,1.899810830739457,2,1,2,1
4.79769433894131,9.226608437061765,0.5770730301070672,3,3,3,3
3.776326329496051,1.5150147775938052,1.757543210167892,2,3,3,5
8.610501391838618,8.094882206223826,1.9010920184480873,2,2,1,3
7.1417879343330375,6.201090818616632,1.728037212408871,1,3,2,4
6.553821236963183,5.631876041905185,0.3903890038109117,2,3,2,2
9.325185484234664,4.001269368471936,0.015333170309114186,2,2,1,1
5.254664202282742,1.1738431412352117,0.6966830940648194,3,1,3,5
7.237185917022566,1.4303656837121217,1.0109586198929401,1,2,2,1
8.082246640199646,7.803425233827331,0.5654520226346036,3,3,1,2
3.3349802883360624,8.104489176914822,0.11830370079578367,1,1,1,3
1.7667945380385863,7.7116854018520415,0.06294729211964478,2,3,1,2
9.286159228867566,6.611031673707306,1.8840174272629047,1,1,2,5
7.376644469870994,8.127695743736602,0.427549600496097,1,1,1,1
7.062017727992162,7.494563999677466,0.45359612210253997,3,3,3,5
5.442414524318251,6.489042548172043,1.5516939760495736,2,3,3,2
6.590873275414575,7.657744003953666,1.1440947510918063,2,3,3,4
2.9318856996219305,9.418953385520245,1.9813716199419065,3,2,1,1
9.811451695119413,9.836842181743787,1.9641458692699907,2,2,1,3
5.163876125756326,1.6741188638406672,1.0810549675493157,3,1,1,2
3.245927091296907,1.7382355781842636,1.9347627082720371,2,1,3,4
3.8889359315110945,6.89338738820137,0.3969636427139005,2,2,1,3
9.684588504120983,3.799121709692715,1.9070383922607774,1,1,2,4
7.453537157145984,8.876494950019264,1.8279251527204048,2,1,2,3
4.191595705172828,1.865890143908758,0.8130603160095107,3,3,2,4
9.182954075047949,6.387023126441028,1.4194347294305907,1,3,2,3
4.778827658173856,7.292350677627381,1.3678424386159986,2,3,1,5
3.5675720794898425,4.194229595485901,0.6563960800335722,2,2,2,5
9.718175190725539,5.918871081161329,0.4948940255567773,2,3,1,4
7.39908712221761,1.7634213775176653,1.8139453811150559,1,2,2,5
1.219950568930279,1.022656292519358,1.2786117465605509,2,1,1,2
6.346044182112838,2.40286056440074,1.826637820394223,3,3,2,2
3.438840392938627,4.2570461434028335,1.8662523827750523,3,3,1,5
3.083519947038889,7.5294804203126375,1.6973770218042163,3,3,2,4
4.586081502909347,8.70720592065009,1.8881601373129977,1,2,2,3
4.257059362400132,8.182067103555818,1.3458148271816655,2,1,1,2
2.53364123060613,4.270437392563332,1.715793273229627,1,3,3,4
1.6220141747958712,3.3233059682294592,1.747292706192169,3,1,1,4
3.7131010511258005,2.228797287981507,1.6945317702563978,1,3,2,4
8.12757877192055,9.957383924857318,0.36469541101269987,1,3,2,2
7.4887858528609135,3.7769639220073756,0.31607087250946697,2,2,2,1
3.266868820292348,3.980844907971456,0.9307247243895052,1,3,1,2
2.620160358023792,2.7641640474265428,1.6710087658079515,1,1,1,2
6.4435486745641235,2.3532075744547964,0.3834346871583787,2,3,1,3
1.941128543226026,2.9434553595144832,0.3369351742355988,3,2,3,4
9.451950672599782,9.903800705028425,1.3760914154882593,3,3,2,4
4.060615599871401,7.848085449066719,0.25861446100059826,1,3,2,5
4.051367298447255,1.8383574111975451,1.4725048487262136,2,2,3,5
3.5931927716640293,7.226364938424843,1.074359013183446,3,1,2,2
9.84294497553524,3.443221663243632,0.5987579974682051,2,1,2,5
9.231162383567707,4.607681129509348,1.3993839209438583,1,3,1,1
3.5408229356202634,5.728067892084226,0.4766123516019076,2,3,2,3
6.581063174224949,6.229371120417731,0.3173221579460346,1,3,3,5
5.970696811912606,8.63114118279183,0.39019941366164357,1,3,1,1
