hum,tem,is_gas,sur_tem,is_dew,mach_cat,meth_cat,time
21,6.538440796688292,1,87.87730576470324,1,2,1,5
31,-22.900444386939476,1,-49.18977758888302,0,3,1,1
94,24.4134168700611,0,36.20092000560149,1,1,1,1
5,-36.23619312422575,1,85.02968907668068,0,1,1,3
16,-16.67658035396078,1,7.140901199005754,1,3,3,3
92,-33.409385551666766,0,-13.996639604392989,1,2,2,5
20,-4.155866114273472,0,-36.67523999529256,1,3,2,3
66,-18.813174522484008,0,66.02885777006465,0,3,3,1
88,-29.09292916299622,1,92.17940569749771,1,1,3,5
96,-24.525047902457814,0,57.93476476610002,1,2,2,2
33,-28.8888849513538,1,47.75657141075868,1,1,3,1
88,15.778653617167464,0,95.88935652758343,0,2,3,4
16,-11.478271708259307,1,95.54632142472141,0,2,3,2
44,-30.379328674697764,1,72.32999777691465,1,1,1,5
79,8.442974303553555,1,14.182998947481124,0,3,1,4
20,-17.079792985125337,0,15.395250284751214,1,2,1,3
100,26.602670348549992,0,8.003026360213987,1,1,3,5
7,-8.159942482353166,1,90.28632099373226,0,3,2,3
8,-30.473620853888754,1,21.004146297254138,0,2,3,5
100,-12.105557579268158,1,-18.634474342805817,1,3,3,4
19,-4.649582564191043,0,-33.07530909668741,1,1,1,4
22,-28.573128938558284,0,-23.099458849282012,0,1,3,4
79,26.1909555816179,1,67.78376367806223,1,2,3,3
55,-33.8245025376789,1,92.59563910633264,0,2,3,5
67,4.28780320136201,0,26.790410821025702,1,2,1,3
58,-28.646931859809122,0,17.944831894618147,0,3,3,4
8,0.4080422303263802,0,46.02698794327131,1,2,3,4
43,-34.54889864954173,0,-42.93767455386083,1,3,1,5
63,-6.570416905932177,1,32.3949455196296,0,1,3,2
37,-14.836722705200621,1,11.363020870080739,0,1,2,1
46,21.987074528511016,1,47.512154977555056,0,1,3,3
61,-1.356212341853528,0,81.86484257678362,1,1,1,2
92,-11.267839399035395,1,24.12328534266922,1,3,3,1
38,-20.957405464625865,0,-28.579255792404997,0,2,2,4
47,0.18942706703082735,1,-43.99072338996591,1,1,2,2
70,-37.34318653470281,0,-47.7259057729679,1,1,2,2
66,-18.605476870066845,0,51.9459035713753,0,2,1,4
88,-22.710909224345027,1,24.166118532273245,1,3,1,3
11,24.510291021418098,1,11.525023540727922,0,2,2,2
58,-31.491473221772036,0,19.680231578062077,0,1,2,5
44,-42.05497964481372,1,49.2001262184595,1,2,2,4
18,6.376660173278609,0,55.44854463680247,1,2,1,5
56,38.19418856416834,1,53.79664373277376,1,3,3,2
90,24.757958860921946,1,88.20965885638844,1,1,3,2
70,19.05865215097886,1,68.69842720440415,1,3,1,2
24,18.53071672414461,1,38.54302888288956,1,2,2,2
69,-3.8688797092504714,0,61.29654043849378,1,3,2,5
57,9.221314814010391,1,31.982697259333392,0,3,3,1
67,26.601226971331457,0,66.40384802604919,0,1,1,1
19,4.43610460716193,0,3.3131835057100716,1,3,1,5
86,21.306966706639415,1,99.95813957386414,1,2,2,5
3,6.515817955961971,1,84.42088401869492,0,2,1,2
68,15.732643308873065,1,9.122318475261096,0,1,3,4
80,28.81191220037509,1,-28.11459118585944,1,1,2,1
31,19.473886906598196,1,69.41745635358,0,1,2,2
55,-5.277450447052814,1,-2.8247249417360365,1,1,3,4
69,-26.33291457497999,1,59.38291456684814,0,3,2,1
82,-45.91551219598345,0,99.70733138630911,0,1,1,5
48,-49.399794439697786,1,16.16871626439945,0,2,3,1
13,4.345643619987435,0,-24.66677935090471,1,1,1,3
11,-11.842865178509584,0,2.208913412226771,1,1,1,3
80,32.86756928707969,1,86.3614151018223,0,1,3,2
86,2.3134503621272557,1,-49.83433819673635,1,2,1,2
57,-15.731619218860352,0,3.789288622988124,1,1,3,1
28,-22.448141879040314,1,-36.131764998743954,1,3,1,2
22,-17.826595451144115,1,10.039114796179774,0,3,1,2
98,-7.8631466930248095,0,-22.44160022044777,0,2,3,2
18,22.000972548048537,0,60.44897209451409,1,2,2,1
39,35.41179022211186,1,59.38618894649352,1,2,3,3
18,-1.5609681872099799,0,-34.3995548879333,0,2,2,2
35,-34.9523635379861,0,26.409246123192716,1,2,2,5
38,15.00787067599505,1,12.7077620854038,0,3,3,3
55,4.648553308699505,0,4.169154007630823,0,3,2,5
22,-10.903375913758367,1,-7.803178392257706,0,3,1,5
65,-17.081115722464958,0,53.435835352006634,1,1,3,3
29,4.134778073340733,1,2.520213437367225,1,1,3,3
24,9.933173721339294,1,14.44770814362586,1,2,1,5
53,9.89420547172216,1,-3.64079590946033,1,3,2,2
2,-44.846527505440974,1,69.70454233005641,0,3,1,1
90,38.61693390719235,0,25.48603597731247,0,3,1,1
82,-6.728632218128368,0,19.602752314841837,1,1,3,5
60,-4.072664370265457,0,40.70501497587978,1,3,1,4
29,29.622022692767032,1,53.32395553695976,0,1,3,2
20,-42.39757123819965,1,-22.06821950215873,0,3,3,4
65,30.246251112010228,1,-44.25717196663737,1,2,1,4
33,17.024709628073296,1,72.57851081907677,0,1,2,2
60,14.689317686793217,1,81.49147381170198,1,2,3,2
76,27.54817652848716,0,26.78092117279536,0,3,3,3
37,28.950325821293447,1,-11.475367745997147,1,2,2,3
44,11.563944332107873,0,0.9833293667948695,1,3,3,1
23,-28.91320918337189,0,25.119019123762115,0,3,1,2
49,28.46781914471056,0,43.16832682497984,0,2,1,5
3,22.59633960163194,1,85.27475969809578,1,2,2,5
65,26.122991385809,1,-29.4118591237298,1,2,2,5
21,-31.248022541594896,1,-37.8288171198003,1,3,1,5
6,34.283170154060215,0,-3.4177818193623324,1,2,1,3
76,-46.17255939055174,1,-9.937810077175783,1,2,1,1
4,7.512435981557502,0,-22.521346999799064,0,1,1,2
43,2.98806408163599,1,4.041614536889178,1,2,2,1
85,36.82146833621309,0,95.96766309196178,0,1,2,4
31,27.610849491213997,1,83.44783747450478,1,2,2,2
66,-45.48411049387341,1,83.06721637246275,1,3,3,2
24,31.421166408949205,1,54.800344185727866,1,2,3,2
5,-28.00009860119074,1,16.917057241435813,1,2,1,2
79,-20.58835672935985,1,87.95719772023881,0,3,3,3
51,36.84499743764853,1,-36.371348397110104,1,2,3,3
99,-27.43892113113409,1,61.98297687934448,1,3,1,2
19,-36.951790198740284,1,96.01693012206198,1,1,3,2
79,-5.353580003652631,1,20.152067610465238,1,2,3,1
74,-27.566895695880646,1,-0.212619205739216,0,3,2,3
84,25.080312637281537,1,-25.041632200108204,0,2,3,1
68,-47.75045672192846,0,27.51540952292524,0,2,3,2
98,15.063476234010025,1,-14.262697146433553,0,1,1,4
81,20.46832028619677,0,-33.583461845037206,0,2,1,5
92,-8.523519570294056,1,81.7904503156949,1,3,2,2
74,8.203588152486091,0,10.238860208672357,1,1,2,1
92,6.5270947012411185,0,-6.860118734530616,1,3,3,5
10,-13.017862380927319,1,81.1291165885226,1,3,3,1
69,9.440630455109833,0,95.2432266618018,1,3,1,1
60,-6.459099416424351,0,-3.0288354276009457,0,3,3,1
1,35.620249093650074,0,11.915767672059879,0,2,3,3
65,4.44590479613386,0,-46.204451178602156,1,1,3,4
40,12.466529514472036,1,-0.0016174566708571092,1,1,1,1
65,19.818032134808718,1,-0.7046438236241244,1,3,1,4
68,-35.95097105500429,0,6.84051124523846,1,3,3,5
90,-2.0618724520267833,1,-34.836637839913465,1,3,2,2
25,-9.5656007609714,1,-10.817671770564608,0,1,2,4
95,-42.510895254175544,1,11.896873082710727,0,1,1,5
85,-28.226528709034774,1,23.52713382925046,1,2,2,4
91,-26.654627885827384,1,29.561454665926234,0,2,1,4
53,-12.398257261172148,0,47.37380984201117,1,2,3,1
98,-33.54495082363886,1,-48.18249187477556,0,2,3,1
13,15.654311029117281,0,38.10728298435819,0,2,3,2
87,-40.47095203465141,1,23.80470217091826,0,1,1,4
82,-17.944425338540498,0,46.02039206042697,1,1,1,2
49,-20.113998634303957,0,23.622309066100627,1,2,3,4
44,-22.586177571613433,0,41.264557239999164,0,1,3,5
10,-40.92024782221482,1,21.531686131929973,1,3,2,1
77,16.00868460062624,1,30.814854647635215,1,3,2,4
9,-14.361682093923058,1,71.37060322545517,1,1,1,5
77,35.00553643150619,1,67.22163254676722,1,2,1,5
52,19.56596819230785,1,-30.822185574062278,1,2,1,3
92,-14.562719893549804,0,98.48450341943672,1,2,1,3
67,6.363057065605915,0,14.12342637036781,0,2,3,1
51,-16.60939166312218,0,60.51635905328726,1,1,1,3
75,-11.055145932471724,0,36.320971967928116,0,2,3,4
68,6.02210553113737,0,98.48942361999914,0,1,3,1
21,34.411208752354824,1,72.59503626391269,0,2,3,3
91,-6.466444860585732,0,-8.967369028954082,0,2,2,5
74,27.832944220531886,1,-7.130363998509907,1,1,2,5
87,12.781366775762123,0,-11.382834863199626,1,3,3,5
96,14.217459511382316,1,95.03435808117788,0,3,2,5
93,20.420509637594634,1,4.065432031686065,1,1,3,2
97,-12.329674486000762,1,-5.42746247228186,1,2,3,3
19,19.113383106599215,1,-46.00193305911389,1,2,2,4
71,10.80714056366066,0,-8.011446727864389,0,1,1,2
38,1.7271514579366496,1,-8.001471474881107,0,2,1,5
66,-21.696382451027596,1,96.67480878841067,0,2,3,3
35,-17.74462762693114,0,-16.94366633119234,0,2,2,4
75,-23.705201086140637,0,38.37467883232169,1,3,2,4
79,-23.14381192640831,0,-13.418961117399604,0,2,1,4
87,34.274435550901,0,-21.90963247744048,0,3,3,1
12,19.41286236474346,1,91.47599350181298,0,1,1,3
16,-19.560539144003243,0,-44.885703151192004,0,3,2,5
94,-0.772986195730347,1,-26.24263905224214,1,1,1,4
18,8.519551348159773,1,53.1283934826718,0,1,3,1
35,-2.5445154259943124,0,11.418291346349449,0,1,2,1
31,9.225394882835289,0,-17.405518666842035,0,3,2,2
74,-38.39211784457713,0,-33.55913530792522,0,2,3,2
4,25.43143777221684,1,71.22740068196808,1,3,2,2
47,-15.879136204435497,0,-11.92103521685695,1,3,1,5
46,7.75393326742163,0,-47.665842148871995,1,1,3,5
69,-17.417763708088422,0,-3.0203880770414315,0,3,2,4
32,0.4710936044143921,0,-5.56952114360233,1,1,1,1
95,34.74201899934036,0,74.80865371659822,0,3,3,5
32,-26.96123867311619,1,63.77012382848787,1,3,1,2
5,13.137496901356393,0,5.482763924961752,0,3,1,4
10,-19.5784465778126,0,16.076244639721835,1,2,3,4
25,-27.413187844173216,1,37.18042819833174,0,1,3,2
85,22.4633148617351,0,-5.355521501599888,1,3,2,5
91,2.2519905694594087,1,21.74116259860621,0,1,1,5
1,4.3582291738554275,1,-30.742403094046296,1,3,2,1
5,37.045857882118355,0,23.28342477677029,1,1,3,1
82,22.499961841535068,1,12.072888851346327,1,1,3,3
44,15.273493333939385,0,60.17779530413722,0,2,2,5
75,-5.6611680141703715,0,-2.6525338388961686,0,3,1,3
71,28.044250348315487,1,84.6336826486245,1,3,3,5
0,11.666540062775141,1,-35.88219777510528,1,2,1,1
76,-5.003158442654296,0,59.17456633672748,0,2,1,1
76,-28.77655533012595,1,17.416738723879078,0,3,2,5
12,-44.21308096920856,0,55.841145396060185,1,3,3,5
51,-35.45665953328227,0,-29.6657695285359,0,1,1,3
65,-9.911402170821951,0,-39.28077218170863,0,2,2,3
66,-24.381076776745452,0,-1.126228878548389,1,2,1,2
57,-20.988215123045382,1,38.53721858076304,0,1,1,2
79,15.117332982656166,1,-5.699493419516685,1,3,1,3
38,18.759457656836616,0,83.31151472248027,0,2,1,1
48,-46.87735819975242,1,-20.70944256766434,0,1,3,5
55,18.330599447015814,0,70.39318976385509,1,1,1,5
42,-44.026667881603416,0,68.8601374879963,1,2,2,4
77,14.824897488075237,0,72.0423538472712,1,1,3,5
59,30.851356723610337,0,85.45773990347303,1,1,3,2
5,-29.886920129352106,1,-3.7818263170951667,1,3,1,2
47,-6.447049799789589,0,-49.34504251992225,1,1,2,3
93,27.817146697962286,0,31.130350073768042,0,3,1,5
41,24.3152404844638,1,26.86397596760348,0,1,1,1
15,14.504883405290542,0,31.392153899602576,1,2,1,1
54,-39.15746793070704,0,71.89900914982381,1,1,3,5
75,7.682634848826268,1,29.803128059520333,1,1,3,1
90,-31.384262711766088,1,-15.298915528579393,1,2,1,3
3,-24.987788057089887,0,-28.26528193524115,1,1,2,3
97,-29.589794138146768,0,71.59093370735548,1,2,3,2
61,-32.7202311152994,0,28.814200562946752,1,2,1,5
87,-34.724473574017026,0,26.993494261906108,0,1,1,2
37,-27.52429346261081,1,1.9646022251637163,1,1,3,1
22,-34.935096517243,1,85.8612849688435,0,1,3,4
40,-16.18449383193588,0,-11.519885493594884,1,3,3,5
42,39.24504345013776,0,35.602111575491634,0,1,2,5
98,-44.85341308046767,1,-14.674786291598885,0,1,2,1
23,-45.83523174879541,1,72.44977159737236,1,1,3,1
24,-38.227999159180335,1,-45.176483594013405,0,2,3,3
42,11.884868972480284,0,-5.753459256248661,0,2,2,4
17,-20.1377590418495,0,10.233180559191347,1,1,3,2
76,-5.534830671656252,1,80.56549328437663,0,3,1,5
67,-6.94454711286248,1,26.00582209052729,1,2,1,4
33,-34.53451944163636,0,-38.02143651623527,0,1,1,4
5,29.13092417379191,1,64.2629541885365,0,2,2,2
54,35.75436321705678,0,-42.78958014576054,1,2,3,1
34,4.395629459621581,0,-13.749981438520805,0,3,1,1
0,15.194867769437565,1,13.329317000442877,1,2,3,4
77,12.900621393715276,0,65.42963822291112,1,2,1,4
47,-13.791435322042808,1,94.57271823629924,1,1,2,1
92,7.7588549515057395,0,-41.40648164863546,1,1,3,5
24,-36.24434872095028,0,93.43560141853143,0,2,2,3
83,22.37058161865548,0,67.78410215376924,1,3,1,1
12,-20.67203552577053,0,16.500403425193227,0,3,1,5
38,-9.118813001215727,0,-6.742843692402722,1,3,3,4
95,-14.127333078479346,0,67.79660081008007,1,1,2,4
88,-18.235312358389677,0,5.757590385647241,1,3,3,5
32,18.629011896530457,0,86.48012238839331,1,3,3,3
37,12.048794214597464,0,44.32219819042841,1,2,2,2
53,32.48054394613892,1,99.62798624514684,0,1,3,1
5,-18.349486714327902,1,96.98612739834479,0,2,1,2
94,-13.237481187846171,1,29.14380234592329,0,1,2,3
8,2.00337224378697,1,-9.124686873735321,0,2,1,1
33,25.415347182650507,0,55.36920283564345,0,1,2,4
29,-40.07447382516816,1,17.900753081443682,0,2,3,3
74,-3.574102238103052,1,32.031363110148476,1,2,2,2
55,-44.48188403499384,0,2.3908443007688263,1,2,1,5
91,-31.13579030990736,0,-35.71976415796765,0,2,3,4
92,-23.441176638464704,0,23.548976731557985,1,2,1,4
33,26.068992998215535,0,34.83382254819803,1,3,3,2
35,29.45424801651926,1,28.549567530541125,1,1,3,5
85,-23.445233039235433,1,-38.062116604714944,1,1,2,5
51,29.069235003286167,0,56.1548768553197,0,2,1,4
60,19.944576828744204,0,29.18036148127719,0,2,2,3
36,-33.89816574516336,0,-1.7643718307779608,1,3,3,3
73,-2.9402150574533863,0,-1.707075792611974,0,1,3,4
56,-5.007079424068728,1,-25.569890648077376,0,1,1,4
51,-17.979037997382157,0,70.07005328344084,0,2,1,1
25,-9.893201983504625,0,28.88727907601104,1,1,1,5
48,-4.890944205847909,1,2.038712852266734,0,1,3,3
49,0.40772468568604836,0,-32.63300707035712,0,1,2,3
22,11.095100247579005,1,98.9784161078887,0,1,2,1
6,29.359547046543682,0,-37.70462420394348,0,3,2,1
84,-45.251338475096155,0,91.72596750626752,1,2,3,5
45,38.443237512648594,0,91.39207282593219,0,3,3,1
20,31.467625658629515,0,-46.589693847286526,1,3,1,3
35,0.521568071614098,1,80.29414290615873,0,2,1,1
9,26.126040052627133,1,66.429884039309,0,1,3,4
34,22.41659889933564,0,-37.5241032989567,0,1,1,3
1,2.4549818122949745,0,29.51699598762457,0,2,1,3
71,39.44211864307229,0,33.311980738875874,1,2,3,5
20,-10.123208905671497,0,-1.7527558456756296,0,3,1,3
52,-30.840296860020196,0,81.20375754722059,1,3,1,2
81,-12.234305836445031,0,34.64847753062958,0,1,1,5
24,34.97923715281442,1,79.30375791659506,0,1,1,1
93,-28.484229145865243,0,43.49503837416641,0,3,3,3
61,12.232115939206558,1,-20.726817524535768,1,1,3,1
87,29.668026054197853,0,99.75398010821411,0,1,1,1
87,35.11330986124152,1,34.943368859857884,0,3,3,5
79,24.75478798655834,0,-47.26028681912852,0,1,1,3
11,-8.337667078689478,1,24.027811341357364,0,1,2,5
73,-16.635882187137717,1,-23.948316320715477,1,2,2,1
43,25.25300824431737,0,59.37397438110753,1,1,1,1
74,-17.86780782414727,1,78.88974089015397,1,2,2,2
94,-28.99399271205121,1,85.20083553429546,1,2,2,4
28,-30.714115922278427,0,65.01988196633278,0,3,1,2
87,22.771888587185728,1,20.871660187642306,0,2,3,4
57,31.53866185573463,0,96.71418259644744,0,2,2,2
48,-20.09869305009731,0,-47.1303863130478,0,2,2,3
46,36.138340375590985,0,-43.61053457187434,0,3,1,2
12,21.322081238471327,1,43.24753562992274,1,1,1,2
70,-6.854357370309778,0,-5.81387751806232,0,1,1,3
25,3.3707824486532374,0,31.783353316371745,1,2,2,4
59,-2.243521456526821,1,-39.020992630147155,0,1,2,1
70,-16.152771236672102,0,63.98944326060777,0,2,3,5
36,-20.764918177703795,0,93.89735392301819,0,1,1,3
86,-34.55145983100189,0,31.056910547630196,0,1,2,1
48,-12.063668657698742,0,29.587872445169097,0,1,3,3
79,-8.161775640641586,1,-43.490924381505096,1,1,2,4
79,6.5181562894398155,0,17.37040159097991,0,1,2,3
11,-35.14403784970584,1,7.4225167831626635,1,3,1,1
28,-18.525764452449067,0,52.51953785516113,0,2,1,4
54,30.37092553146931,1,-13.122802831255953,1,2,2,1
7,-12.43961443720309,0,53.32927594691142,1,3,2,2
75,-27.726014731886792,0,35.110603583057326,0,2,3,3
95,7.618629490691156,0,-38.9711353638066,1,2,2,3
88,6.228743992926745,1,-35.99780632273985,0,3,2,1
40,24.09197963907829,0,10.584026738116101,1,3,1,3
95,19.388290131503354,1,-24.834539092635932,1,1,1,3
32,-30.03209390247057,1,29.661762027106462,1,3,2,1
57,-10.585811006323773,0,7.265622012078296,0,2,3,5
68,-18.880320004872942,1,64.06403415517914,0,1,3,4
9,-7.193981831229884,0,-48.00424963662192,1,3,3,2
23,30.264324636189883,0,35.75996063852804,1,2,1,1
33,-34.301370512087374,0,36.917913332678424,1,2,3,5
59,34.73968664502783,0,-13.268611982969936,0,2,1,4
35,-8.916374051454312,0,-47.6988814152003,0,2,2,4
22,16.038233427945016,1,50.65261269630244,0,3,2,4
98,-49.30682907327915,0,-9.332538027861695,0,1,3,4
13,-8.626527332350896,0,-22.66875083759225,0,2,2,4
82,2.5332775619854644,0,78.79518186631037,1,1,1,4
56,2.777653269879039,0,1.5201982141296284,0,3,3,1
21,-48.60169963311398,0,-42.137530624805244,1,3,1,1
64,-33.76697112309462,1,14.753753576636427,0,2,1,4
58,7.822854958122292,0,-36.751223079922134,0,2,2,1
76,11.633621965114571,0,40.755643712461676,1,3,3,2
97,-41.413235347478064,0,40.364775207945854,0,3,3,3
14,-21.958344493486322,0,-9.22896527338655,0,2,3,2
3,-49.9255216704087,1,-4.174340106897375,1,1,1,5
81,31.96777694813025,1,86.61594595097324,0,1,3,2
25,-10.199914573518903,0,-25.6994191350792,1,1,3,3
81,20.185210265232314,1,-24.62343104316025,0,3,1,1
97,-17.014140706979028,1,21.711947465419428,1,1,1,4
76,-28.57641229374203,1,47.35660525693072,1,3,2,4
86,10.510210654625673,1,13.38591001455491,0,2,1,5
74,-49.44269741478428,0,-7.38805842606903,1,1,3,5
4,-43.96118508901133,1,6.592542385566205,1,3,2,5
44,4.382741964149645,1,-40.94038572846432,1,3,1,4
79,6.2618675065427425,0,-37.53460199524865,0,2,2,2
98,20.514105594032372,0,83.64699608247466,1,2,1,5
8,-3.8842163265453706,1,45.30817351567555,1,1,1,5
17,-49.61983614543303,1,61.42366496527582,0,3,1,2
89,-31.321232664089127,1,-26.840716461189896,1,1,1,5
59,-0.8125405150333407,1,96.43301386112881,0,1,3,3
76,-33.46136940215433,1,93.35362898851889,0,2,1,5
91,20.14823851819598,0,61.36908257448417,1,1,3,4
7,-42.82488145315582,1,-29.824967707371787,0,3,2,1
7,36.20791454587565,1,96.1208271760606,1,3,3,4
20,24.401830959497744,1,69.75463023414723,0,1,3,3
39,26.554782976093634,0,68.56698119196734,1,3,3,3
91,10.896158907745424,1,79.36382285434041,0,3,1,2
92,6.327377682330486,1,-43.69108325308951,0,3,3,4
51,-9.842396353025933,0,-28.08798664013519,1,2,2,5
48,27.271785567655982,0,2.6233835352547388,0,1,1,2
20,24.287961949016037,0,-21.41710390743054,1,1,2,3
96,-13.964021859407488,0,52.45953579810376,1,3,3,3
76,8.911841699614236,0,54.59168996112538,1,2,3,2
13,1.981478256211524,1,99.52207179659544,1,3,2,3
74,-1.4212038673534408,0,73.61663199707704,0,3,1,2
29,-49.82332496174549,1,-13.83428243070405,0,3,2,3
81,15.904676389232591,1,11.070768428311936,0,1,1,4
0,6.038506826148179,1,-3.872661062957391,1,2,1,2
15,6.790720743121405,0,71.48349433717426,0,2,3,1
29,-10.940818596693163,1,90.14148212656491,0,2,3,3
65,-9.374754832865413,1,31.105347630761557,1,2,2,2
9,-40.146575328221,0,19.42442037137498,0,2,2,4
88,20.472450267341713,0,10.544833784117316,0,2,1,3
100,-25.684610816871764,0,26.074319386528245,1,1,1,3
87,-21.553884410413673,1,12.727206557221663,0,1,3,5
0,-31.645062971631877,0,-8.631647574111653,1,3,3,3
3,25.66425482804729,1,-23.51661500841479,1,1,1,1
65,-13.681696788694637,1,39.474120090727396,1,3,1,1
90,-38.22419712216437,0,98.67910664686028,1,3,2,1
6,27.18172032818407,1,83.78485273283349,0,3,1,3
17,30.760577797590543,1,58.189897830706045,1,3,1,4
25,-3.9008221410595567,1,-33.96566647410087,1,2,3,1
93,-8.262755997224389,1,-36.4793740832411,0,1,3,2
8,13.699462295625608,0,-45.17710763178847,0,2,1,2
81,-39.00650601448599,1,20.834478242124533,0,2,2,1
20,-47.50963340526038,1,79.41215645922549,0,2,1,3
39,7.9649317532378205,0,-4.918930933452479,1,2,1,1
62,24.287559411875904,1,15.190954540620965,0,2,3,2
39,-24.135142020607272,1,36.280504112960585,0,3,3,1
27,9.224400960436533,0,26.897447465654523,1,3,1,4
27,38.56350248323753,1,77.36824995317167,1,1,1,2
93,7.412574148137203,0,93.11199632680305,0,2,2,1
50,-42.688780764248946,0,60.52620720284237,1,2,3,3
42,-15.36011759860284,0,57.69536991961213,0,1,2,3
66,-5.698933249648228,1,52.134553717696235,1,1,1,1
97,18.316792217540737,1,50.73516568335991,0,3,1,3
61,-7.262548474412611,0,41.113588520461036,0,1,3,5
10,5.65726832143698,0,64.99192884149092,0,3,1,1
83,-23.585405807101242,1,42.02129554691285,1,2,1,2
95,-12.751670005278264,0,50.06275597410044,0,1,2,5
46,32.63216811719059,0,4.101593754183682,0,1,1,1
73,-42.592943478515345,0,-36.109642330222854,1,3,3,2
98,-7.950455534398003,1,-40.60239050859854,1,2,1,2
71,-6.196358913423353,0,9.815181753241582,0,2,3,5
69,4.032934919382626,0,-5.515004516802733,0,3,2,5
43,-1.602040710955606,1,40.86312003387711,1,1,1,3
63,-38.125681460208746,1,33.22978090921322,1,2,1,1
88,-22.635173615432002,0,77.99363957980232,1,3,2,5
74,26.769856226460078,1,41.11357695211049,0,2,2,1
26,-46.81478811840778,0,87.9805194254966,1,3,3,2
61,27.571359926945263,1,-1.3177935541079222,0,1,2,1
0,-13.576567348550626,1,-28.295540632325483,1,1,1,4
4,17.46621458155157,0,22.85043963667495,1,3,2,4
80,-24.78913341648755,1,-4.556845253232872,1,2,3,1
28,33.02305737028699,0,-45.294464211603184,1,2,1,4
73,-34.996567015848214,0,24.266285412530266,0,2,2,5
44,-38.96676545236119,0,31.32792396730204,0,3,1,1
80,-12.779288602797124,0,46.576850501795434,0,1,3,2
44,2.190465767761573,1,-20.887143685970628,0,3,2,2
39,18.21959741910709,1,52.68458028385619,0,3,2,3
100,6.979440683409521,0,57.53116762172138,1,3,2,1
98,14.844287456461515,0,-22.966999471909137,0,2,3,3
70,3.2942518523262265,0,-12.731217041143402,1,3,2,4
39,19.393282424766042,0,53.509168393249126,1,3,3,2
61,38.925932506609826,0,56.74655618918737,1,1,1,5
31,-12.160090640399787,0,-3.9385984110174164,0,1,2,4
2,-25.080776970821855,1,33.48509504334858,0,3,1,4
84,3.7309094117461328,0,31.873497658214347,1,1,1,1
88,-0.49199942539052444,1,47.34885184185386,1,2,3,4
67,-26.400413601980883,0,10.387909454228186,1,1,1,5
62,-43.13559902208775,0,-12.15411485418781,1,1,2,3
27,11.646228281172611,1,25.795176430609132,0,3,1,4
58,-27.446336776047044,0,49.929167481940596,0,1,1,1
95,16.5680745403768,1,93.62204420903609,0,1,2,4
62,-7.730362870719134,0,6.800523198444026,1,1,3,5
24,-31.856681837485212,1,90.60146644881968,1,3,1,2
67,-2.8354245556658455,0,99.7439353623532,0,1,1,1
0,-37.977687120481875,1,93.79055527895807,1,3,3,5
15,-29.07094543242502,0,13.985876308443423,0,1,3,3
24,-32.52371714549591,0,-26.103251852351093,1,1,1,2
20,-5.6445080251044075,0,-26.48479757420505,0,2,2,1
44,-21.698376073373172,0,33.51046065395987,0,1,3,5
19,-24.67786285639012,1,-0.977359007695469,0,2,1,5
99,-41.216472230455494,0,-15.03768978999912,1,2,3,2
19,3.496970560005991,0,-47.0258027645478,1,2,3,5
47,-43.0327658597706,0,22.744087239920148,1,1,1,4
90,24.300045179455196,0,-30.31433850269016,0,2,2,3
30,29.12195028732286,0,80.06613553115142,1,3,2,5
78,28.30069863053447,0,40.18149495099314,0,2,2,5
63,13.45406642965493,0,69.70617000009075,1,2,3,1
11,21.64457359018762,0,8.319943962065466,0,3,1,2
71,-12.281439476098967,0,-13.0418758319054,0,3,3,4
8,-16.167623379308083,0,66.9226897639296,1,3,2,4
40,12.291767593482362,0,-34.056576305408626,1,2,2,4
2,5.299743605574903,0,-41.92820314487185,1,1,2,5
87,33.826409228693166,0,-7.34594135172302,0,3,2,3
99,0.06660441972783104,0,-39.01385600905677,0,2,2,2
35,37.2679672334975,0,61.594616297685775,0,3,2,4
76,33.78679626908995,0,13.86236544128554,0,2,1,2
95,-44.49225245991862,1,-27.261651541879395,1,1,3,4
78,17.81533667739788,0,19.657779835221206,1,1,3,3
57,2.986145449122759,0,83.80705570753562,1,1,1,2
8,3.553119578368303,1,41.17081544316909,0,3,2,2
53,-37.04700768955453,0,29.961782131895262,0,1,1,4
31,32.49350323234687,0,32.75897087980202,0,2,2,1
61,-28.18917477984049,0,-13.554792644247314,0,3,1,5
28,38.680780727281146,1,-19.90828744971502,1,1,3,2
46,17.80064976257171,0,33.90400782143806,0,1,1,5
45,-17.61779731488007,0,-22.302166326984384,0,3,2,4
42,23.307432284274057,1,54.11722389445879,0,3,3,5
24,-8.377290087318364,1,71.24496104639859,0,3,2,3
100,-30.9391571072819,0,-39.770745355103585,1,3,1,1
59,-25.616900918654306,0,3.402656233309685,1,2,3,4
72,14.258633086065359,0,83.31661487901007,0,1,2,5
37,-47.197523802184506,1,34.811333646467546,1,3,1,5
2,-20.901523918407392,0,-12.322606608361525,1,1,3,2
43,-23.758149217170107,1,3.624550010943558,0,2,1,2
31,-12.078725482749988,0,11.102172901385721,0,1,3,4
3,-47.051895179494835,0,-39.858096751338394,1,1,1,4
86,28.162429831833222,1,-38.98271085568065,0,1,3,3
91,-27.278527511766253,0,82.05673772982087,1,2,1,5
80,-45.05180900019833,1,99.42523518079221,1,2,2,3
65,20.682090715659754,1,72.76783766479451,0,2,2,2
6,20.583368126248104,1,41.405005751650236,0,3,3,4
21,-5.782014437627012,0,-37.27113862324654,1,2,1,5
74,-17.41586827434599,0,66.40691482653762,1,3,2,1
