hum,tem,is_gas,per_con,is_metal,d_age,d_type,is_fault
40,21.69972188881671,0,46,1,5,3,1
84,28.98493332794095,0,88,1,4,1,1
88,-34.45799601853187,0,88,1,8,1,1
78,-7.841127783433251,1,70,0,7,2,1
94,28.399869957324924,1,68,1,6,3,0
82,-48.44404648957921,1,69,1,1,3,0
53,-30.972005810521416,1,46,0,1,2,0
82,19.081293221472436,0,44,1,1,3,1
97,-21.8938877793908,1,72,1,8,2,0
76,28.307596137284634,0,51,0,4,3,1
26,-14.673327466192085,1,75,1,2,2,0
96,-25.52560659623968,0,54,0,7,1,1
35,32.963488327248385,0,26,1,8,3,1
44,-23.95430945667026,0,55,1,8,1,0
60,-14.751831559380015,0,32,0,7,2,0
16,-22.56663286473215,0,43,1,5,3,1
89,-7.623394513314807,0,58,1,9,1,0
81,-22.47288059382867,1,9,0,8,2,1
21,-40.67504815123346,1,92,0,10,1,0
83,9.297412745635484,1,27,0,6,1,0
17,-47.31847004174854,0,46,0,5,2,0
50,36.39576890202602,1,77,0,3,1,0
73,29.373384917583465,0,96,0,6,3,1
16,-17.847703114778263,0,82,1,2,3,1
30,6.217571705959848,0,70,1,5,1,1
74,30.887157686697037,1,60,0,3,2,1
85,0.45534983125836703,1,97,1,3,1,1
13,25.85912500984108,1,72,0,3,3,1
85,-43.57038709684246,1,78,0,1,2,0
39,23.153157499966596,0,87,0,6,2,1
38,-40.3902665054562,0,97,1,7,1,1
83,-23.9803134383443,0,53,1,3,1,1
49,-47.68887064134996,1,79,0,2,1,0
90,-23.247796782303872,0,9,1,3,1,0
84,-16.62963486218821,1,99,1,1,1,0
50,-8.380977741736302,0,41,1,6,2,0
79,34.5772842392595,1,16,0,7,1,0
15,38.89959546725699,0,38,1,1,3,0
16,-22.750935713435442,1,76,1,8,1,1
73,-11.988788175595467,1,68,1,3,1,0
100,8.08831747217257,0,48,0,1,3,1
1,-23.543367200282766,1,6,1,6,1,1
3,-47.8189330959474,0,77,0,2,3,1
42,33.18826011947783,0,69,0,7,1,0
46,-6.2454650782224945,1,53,1,5,1,1
40,-3.1617424612885756,0,77,0,3,2,1
79,-33.572861877190306,1,29,1,6,2,0
87,-49.00210706977702,1,48,0,8,2,0
30,-18.773606267396207,1,70,1,2,1,1
53,-6.122915893612387,0,66,0,6,1,0
84,-29.459553780081304,0,59,0,4,1,1
3,20.119092271190624,1,55,0,2,1,0
51,37.77891198268546,0,2,1,9,3,1
80,-1.5110350591126647,1,32,1,1,3,0
28,8.441279837838536,0,50,1,4,1,0
75,38.4538462712849,0,84,0,4,2,0
78,-38.87516745740737,1,95,1,9,1,1
27,36.420971323215014,0,42,0,7,2,1
43,-18.120341504983614,1,94,1,10,3,1
36,-46.37843665083046,0,99,1,3,2,1
12,15.848425562162305,1,61,0,6,3,1
98,-37.55882389641159,0,39,1,6,2,1
74,-28.68256848770644,1,84,0,6,3,0
44,-45.62783261735639,0,53,1,2,3,1
51,-17.692952048744317,0,14,1,2,3,1
69,-11.089667420861012,0,98,0,9,1,0
1,34.853894575191006,0,87,0,10,2,0
39,-30.86489174233557,0,38,1,7,2,0
80,39.763088239544444,0,24,1,1,3,1
38,-26.12328816510754,1,46,0,7,1,1
29,-15.458323531437216,1,12,1,1,1,1
76,-43.19427722765662,1,53,0,5,3,0
57,24.708061040195986,0,23,0,9,3,1
44,-21.52950887903791,1,22,0,10,3,1
75,-34.274615021071156,0,19,0,2,2,1
36,26.835603058221196,1,28,0,1,3,1
56,34.468843186537654,0,91,0,9,1,1
85,-4.032477456086987,1,78,0,10,3,0
89,-8.534283450219867,0,4,0,1,1,0
35,-10.208692410397482,1,47,1,7,1,0
100,-46.56973697630266,0,14,0,5,1,1
19,13.381035643021036,0,40,1,9,2,0
39,-24.96060132298685,0,87,1,5,2,0
25,-34.69032887006309,1,42,1,4,2,0
45,-36.32357458350434,1,20,0,1,2,0
70,22.67841714572981,0,91,1,4,1,1
53,20.652282973452373,1,28,1,1,2,0
60,9.004409336307624,0,43,1,3,2,1
43,-10.004862706263786,0,26,1,7,3,1
18,21.462312661902345,1,99,1,3,3,1
94,37.348908375439606,0,60,0,9,2,0
81,-44.37063236158744,1,24,1,2,2,1
82,-10.036196696275027,1,96,0,7,2,0
79,8.1728902778258,0,16,0,4,2,0
74,24.29845439558821,0,50,0,4,1,1
81,7.184209355636611,1,45,0,6,1,1
62,-40.69377733121598,1,27,1,10,1,0
71,-31.682510258821434,0,38,0,4,2,0
54,-27.878423154515914,0,4,1,8,1,1
69,30.97037004445872,1,7,0,5,1,1
80,-1.876798299214279,0,8,0,6,2,0
47,25.528310098412888,1,56,1,6,1,0
21,-2.59503751922162,1,48,1,8,1,0
29,27.28343927048826,1,67,1,10,3,1
46,2.649962580963795,0,67,1,2,2,0
22,-5.179980467474152,1,33,0,8,1,1
13,-17.08102333460559,1,39,0,9,1,0
73,-3.1811620527902136,1,7,0,4,1,0
47,-49.10796056230045,0,36,0,3,2,1
51,0.8310929743644095,1,80,0,5,3,1
74,5.352737831843882,0,61,0,6,3,0
74,3.1853372023418416,0,0,1,9,2,1
7,32.35886301331678,0,46,0,2,3,1
26,-49.73125505451909,1,61,1,7,3,0
46,22.814459189031993,0,24,0,2,2,0
26,33.445258287047665,0,14,0,6,2,1
88,-11.846998038471213,1,63,0,2,2,1
3,30.891581218422942,0,23,1,5,3,1
77,15.957128154248252,0,10,0,8,2,1
0,27.21774124083639,0,85,1,4,1,1
5,-25.749284789282875,0,38,0,9,2,1
66,-32.01668600844336,1,88,0,2,2,0
74,35.350086128877436,1,0,0,5,1,0
56,-38.31014759878663,0,58,0,8,1,1
66,25.131977216143127,1,91,0,9,3,1
42,10.836085524857403,1,80,0,2,1,0
50,-29.854314821894828,0,93,1,4,3,0
42,36.51880513181351,0,18,0,6,1,0
31,-47.66099759275235,0,71,0,7,3,1
62,0.8112797862179164,0,89,0,10,2,1
43,17.687408461845948,1,95,1,8,2,0
65,7.988392892390287,0,44,1,9,2,1
4,-26.022257616898273,0,99,1,2,2,0
34,32.38023019221322,0,46,0,5,1,1
45,-20.372707441651375,0,52,0,7,1,0
37,12.666418438755784,0,90,1,10,2,1
68,-2.292700473652104,1,92,0,9,3,0
67,-31.439001821489367,1,36,1,1,3,0
26,-30.910879572060484,0,15,1,5,1,0
82,29.99976900920575,1,35,0,7,2,1
31,-14.972340980541126,0,44,0,7,1,0
60,18.003524065440132,0,32,0,3,2,1
39,-9.751454648513636,1,77,1,3,1,0
22,-16.617119760609732,0,41,1,8,3,1
57,-41.84990076627945,0,62,1,3,2,0
47,-24.318021473926756,1,69,1,10,1,1
57,-49.50839221201501,1,98,0,8,1,1
77,-32.91415520500175,0,70,1,1,1,1
23,31.078373590596783,0,23,0,3,3,0
96,-39.80853358045741,1,83,1,4,1,1
53,-44.35918871293416,0,57,0,9,3,1
43,18.472444028239025,1,99,1,5,2,1
44,-38.865648234373865,1,48,1,10,3,0
38,-18.947875645698453,1,71,0,5,2,0
23,35.87558927348029,0,67,1,10,3,1
51,27.61357992957562,0,56,0,5,3,1
39,12.467191978579557,1,90,1,1,1,0
13,2.343814559671351,0,71,1,9,3,1
0,-25.46756372461369,1,4,0,4,2,0
83,-3.163861198990986,1,23,1,5,3,1
48,-40.453025195523665,0,51,0,10,3,0
89,29.287493407727155,1,57,0,3,2,1
19,-48.15331123265953,0,14,1,1,2,0
97,-7.375569597208383,1,5,1,4,1,0
4,23.47573601679494,0,100,0,7,1,0
71,-23.044415023606117,1,8,1,5,2,0
85,-44.34413062062916,1,78,1,7,3,1
90,-20.965710400485193,0,42,1,1,1,0
52,-18.115479994386014,0,25,0,7,3,1
96,36.290786795581965,0,60,1,5,2,0
50,-32.077741490592985,1,75,1,9,1,0
81,-32.469933576927374,1,46,1,6,3,1
80,-28.68437677398962,0,67,1,5,1,1
0,-0.9444458745201203,1,31,0,7,2,1
67,-8.11388717055577,1,31,1,10,3,0
64,-36.61633713531905,1,24,1,8,2,0
34,16.496570805167664,0,59,1,1,2,0
25,-5.485318206138231,1,67,1,7,3,1
46,29.9237901785809,1,35,1,1,3,1
28,4.77858437830308,1,15,1,9,3,1
52,-36.77720798971256,0,20,1,6,1,0
80,28.285156558482484,0,73,0,2,2,0
78,-35.70655291045037,0,29,1,9,3,1
36,17.124882734092736,1,18,0,8,3,1
69,-10.034407785247396,0,30,0,5,1,0
56,-20.333904164730935,1,100,1,1,3,0
0,4.288071302540651,1,81,1,6,1,0
4,34.07314159549912,0,35,0,10,1,1
40,39.939841433546746,1,56,1,2,1,0
76,19.642811110688385,0,16,1,8,3,0
64,24.545375711297197,1,34,1,4,1,1
63,-35.29631234557588,1,99,1,6,1,1
58,-36.19517832576989,0,81,0,8,3,1
2,8.971259953835109,1,24,0,10,1,1
63,-28.568582688607457,0,82,0,10,2,1
54,-30.46048738625704,0,21,0,2,3,0
90,-25.970617024161612,1,68,1,2,3,1
7,10.053139816316268,0,45,0,9,1,0
14,34.251088191102255,0,71,0,2,3,1
42,-3.99326115658841,1,78,0,5,1,0
51,27.35888232001338,0,96,0,9,1,1
56,26.266509771425746,0,17,1,5,1,0
0,-43.208959339974385,0,77,0,1,3,0
72,-13.451900356536242,1,66,0,4,2,1
48,-4.213785484024434,0,26,1,10,3,1
58,15.396438628546875,0,50,0,5,1,0
23,12.580688838359947,0,56,0,4,2,0
25,-31.024724976508192,0,80,1,10,2,0
80,-38.43250675085976,1,98,1,4,2,1
55,3.4745180862065226,0,60,0,4,3,1
37,12.625903004639078,0,19,0,2,3,1
91,11.446168158872382,0,70,0,4,1,0
87,-1.004273633550909,0,32,1,4,2,0
74,38.87136200645996,0,25,1,3,2,0
29,-41.84445497596099,1,89,0,6,3,1
29,-12.657319663847176,1,81,0,9,2,0
98,3.767744253434323,0,49,0,3,2,1
21,-12.57852092947931,0,79,1,3,2,0
51,-11.638508561128248,0,84,0,6,2,0
94,35.1472548303428,1,37,0,3,2,0
70,5.47378134659759,0,8,1,8,2,0
89,-35.56990904751918,0,34,1,8,2,1
91,27.99927221523511,0,12,1,10,1,1
48,38.4372595569004,0,95,1,1,2,0
38,-40.17921870238597,1,97,0,7,1,0
52,-13.190644844764932,0,10,0,8,1,0
62,-20.97999350326743,0,83,0,6,2,1
86,31.816474259506805,1,34,1,10,3,0
100,-39.38687106949617,1,63,0,1,3,0
96,-6.846632856141554,0,6,1,1,2,1
84,-38.29718637976987,0,41,0,4,3,0
71,-46.61877501024136,1,26,0,2,1,1
94,-10.215633525470864,1,59,0,2,1,0
88,0.8846226678076903,0,80,1,3,3,1
6,-0.7903549344470733,0,76,0,3,2,0
70,21.648257976739984,1,43,0,2,1,1
93,-31.958767512348533,0,63,0,10,1,0
29,-17.05719574487152,1,62,1,8,2,1
28,17.05664916644554,0,25,1,9,1,1
26,-19.589109198447485,1,52,1,4,2,1
52,-28.450170174183434,0,46,1,3,1,1
64,0.7797917929099185,1,14,1,1,2,0
57,21.929639460790824,1,70,1,8,3,0
60,-38.61496348880699,0,85,0,9,2,1
69,-18.515499086594893,0,82,1,10,1,0
60,36.70043359112263,1,94,1,2,2,0
34,35.851619415242425,1,99,1,4,2,1
74,25.991275037288972,1,50,0,2,2,1
48,-12.653809051508425,0,11,1,4,3,1
39,0.20402826375523375,1,54,0,7,3,1
1,13.798209042325375,0,19,1,5,1,1
28,-9.09850659623769,0,97,1,9,1,1
90,-19.723163117008752,1,16,0,8,1,0
93,-38.79524501133911,0,58,0,6,3,0
73,-17.99549770905159,1,95,1,8,2,1
32,-34.06611456505801,0,25,1,2,1,0
4,0.21918168365989743,1,69,0,3,1,0
70,-0.39695402901688936,1,20,1,4,2,0
78,-17.169266685733653,1,57,1,9,2,0
59,-25.229383800273364,0,98,0,5,3,0
65,-44.780877890878806,1,9,0,6,3,1
24,-0.41263331966538885,1,78,0,10,1,0
61,36.45294904498081,1,55,1,1,1,1
10,-23.95096838729198,1,6,0,1,3,1
0,9.869945840843037,1,100,1,6,2,1
76,-16.761570299821464,1,10,0,7,3,1
86,20.63209003243304,0,85,0,8,1,0
34,-48.969867440233344,0,23,1,4,2,1
0,-12.145901212366859,1,89,1,4,3,1
92,-47.08791359326938,0,19,1,2,1,1
9,-46.25995106134299,1,32,1,1,2,1
3,25.27530187935045,1,99,0,1,2,0
79,9.04531515366542,0,17,1,1,2,0
32,-24.385611975081225,0,13,0,8,1,1
73,-49.54992548958025,1,67,0,6,2,0
21,-39.425036881942624,0,49,1,6,3,0
82,-36.655492256740516,0,72,0,1,1,0
4,19.45460472530563,0,67,1,9,2,0
39,35.97594151060726,1,78,0,8,2,0
2,10.315868272286963,0,99,0,3,1,1
4,33.981682233099505,1,60,1,4,2,1
81,26.332266075826993,0,28,1,1,3,1
17,-13.708621678251468,0,19,1,10,3,0
67,-19.535838567761587,1,3,1,6,3,0
54,8.972520513624907,1,69,0,6,2,0
88,-36.70471412209605,0,16,1,2,1,0
58,-32.06948321236888,0,32,1,5,1,0
45,-12.542227950073936,0,86,0,6,3,1
3,21.353245636939818,0,72,1,5,2,0
16,18.00838337198813,1,70,1,2,1,0
62,19.329426640771857,1,50,1,2,3,1
16,-39.30902449938694,0,71,1,4,3,1
22,-23.44803681156622,1,59,0,8,1,0
9,-47.665102741250166,1,85,0,2,1,0
25,-48.210615850234355,1,57,1,5,3,0
24,25.617775140328916,0,30,0,3,1,1
47,-33.051287754018915,0,98,1,1,3,0
31,36.320980874569045,1,14,1,8,2,0
20,-43.19617981729395,0,67,1,8,1,0
19,-41.29001401601416,0,49,0,6,2,0
74,-48.975202199086915,0,50,0,3,2,1
75,2.615201307461568,0,57,1,8,2,1
30,18.198582295936617,0,60,0,9,1,0
95,29.56510021399066,1,73,0,1,2,0
54,-22.262921987310314,0,40,1,5,1,0
38,34.49518255445403,1,39,1,4,3,0
49,-24.03199788382049,0,18,1,7,1,1
0,17.97478528482594,1,66,1,6,1,0
6,3.2573233060645777,1,65,0,9,3,0
18,12.560314234865807,1,54,1,9,1,0
94,-43.85389775642422,1,76,1,4,3,0
77,37.556498952771506,1,7,0,10,3,1
19,-28.085062161339803,1,10,1,2,1,0
36,-12.47831661203697,0,98,0,6,2,0
71,29.60671068872921,0,72,1,9,1,1
73,34.759822285672925,1,88,1,2,1,0
8,-7.6799793953400695,0,6,0,2,1,1
94,-2.2979497794526225,0,23,1,8,1,0
89,-17.632327002686587,1,70,0,10,2,0
83,-11.055502197711235,1,88,1,8,3,0
71,-41.61473565249884,1,49,1,3,1,1
38,36.12007248982192,0,78,1,2,2,1
89,12.752354698332937,1,47,1,8,1,1
62,19.540365239683126,1,6,1,6,2,1
21,-6.156130605027414,1,80,1,5,1,0
92,-37.856522612920116,0,47,0,6,3,0
96,37.09284318948849,0,70,1,8,1,0
7,-26.805251110011167,0,54,1,2,3,0
51,1.7109753132990662,0,52,0,8,1,0
77,-21.182812935596345,0,0,1,6,3,0
72,-11.691994603099786,1,52,1,3,2,1
61,34.61123291424933,1,60,0,3,2,1
16,-5.870554286404612,0,10,1,5,3,0
12,-1.516749895991353,0,39,1,8,2,0
80,31.10832616286646,1,6,0,6,3,1
30,-8.734645431862297,0,23,1,1,3,0
99,-46.64418795592694,1,29,1,6,2,1
59,3.3243192216274693,0,34,0,7,3,1
39,-38.34172571297538,1,58,0,6,3,1
27,31.289375122013325,0,26,0,6,3,0
19,-40.01356916595003,1,77,1,6,2,1
95,-46.47864521449238,0,43,0,7,3,0
12,25.774468267603396,1,55,1,2,3,1
99,8.536982169353877,0,81,0,5,1,1
4,-39.88867091699913,0,97,0,3,1,0
16,2.069011381373471,1,90,1,10,2,0
56,-16.147944157847412,1,2,0,9,1,1
87,-9.67650281356783,0,76,1,3,2,1
15,-47.30192735675417,0,47,1,10,2,1
17,-27.85358892547788,1,75,1,10,3,1
50,-16.256565710411834,0,29,0,3,3,1
35,-7.216726172322495,0,61,0,4,1,0
4,-22.443002539225166,1,77,1,5,1,0
59,-13.523824754554745,0,27,1,2,2,0
50,9.254520471509686,0,38,1,9,1,1
20,-46.150316804559324,0,86,1,10,3,0
47,-12.799613365128252,1,19,1,6,1,1
9,-15.720802783088388,0,16,1,9,2,0
87,-2.0828861992570182,1,1,0,7,3,0
2,-41.49804304706336,0,11,0,5,3,1
0,-28.27253777557816,1,4,0,6,2,1
9,-35.33650688946791,1,48,1,9,3,0
31,16.39511730081348,1,61,1,7,3,0
51,-15.009764407960134,0,80,1,8,3,1
44,-11.01876445561198,0,79,0,9,3,1
3,-33.512495344098326,0,7,1,3,2,0
75,9.386494599678912,0,18,0,4,2,1
47,-45.09273005355948,1,30,1,1,1,0
68,-23.676747497725025,1,84,0,3,3,1
42,25.070183195213616,0,88,1,8,2,0
24,-49.3190654395949,1,100,0,7,1,0
32,-21.997457542223028,0,42,0,5,2,1
89,-2.075325098021864,0,46,1,1,3,0
86,-21.48317702825083,0,40,1,7,1,0
67,20.47308172034215,1,37,0,3,3,1
22,16.566708293038744,1,47,0,5,3,1
45,5.314038496491968,0,42,1,6,1,1
82,-22.044090134221126,0,33,0,7,2,0
87,5.3423356891383165,1,96,0,10,2,1
70,-36.07187027159772,1,75,0,4,2,1
10,14.58086410189506,0,48,1,10,2,0
56,-45.574604974512326,0,32,1,2,3,1
92,-36.40800190635819,0,82,1,5,1,0
37,-31.99472635970592,1,30,1,5,3,0
