hum,tem,is_gas,per_con,is_metal,mach_cat,meth_cat,time
95,-16.942324543012923,0,29,0,3,1,3
40,-14.793293508383002,0,11,0,3,1,1
76,14.943335364769126,0,1,0,2,3,4
41,26.83597898783107,1,67,0,1,2,3
55,-32.77093535467148,1,82,0,2,1,5
19,-25.183170184933015,0,66,0,2,2,3
10,36.862928288981635,0,71,1,3,3,1
68,-42.509904137045076,1,74,0,2,3,3
72,-13.939262302092501,0,92,1,3,2,1
33,-24.103983561998753,1,19,1,1,3,2
83,5.275642917468588,0,25,0,1,3,1
100,28.488052138460546,0,77,1,2,3,5
4,-3.3644164500343336,0,28,0,2,1,2
63,37.69078064541944,1,86,0,3,2,1
66,21.20459687859102,1,97,1,3,3,3
68,-22.04906905926485,0,6,1,3,1,5
46,10.256417591199117,0,10,0,1,1,1
15,-46.284778373633614,0,43,0,3,3,5
94,-47.200792790957166,0,70,1,1,1,2
5,-34.71440008909121,0,86,0,2,3,3
99,-18.491464780503048,0,24,1,1,2,3
59,-21.21439023368722,1,15,0,1,1,1
79,23.36878660067849,1,2,1,3,1,4
55,38.27435842022227,1,16,0,1,3,3
66,30.924089102812076,1,80,0,2,2,4
65,6.962854338121055,1,87,1,3,1,1
49,-48.7670000284561,1,25,1,1,1,2
43,10.616208162756166,1,56,1,3,3,4
63,8.190612219673923,1,59,1,3,2,2
38,-24.806351687595374,1,65,1,3,1,5
66,-9.80982514023053,1,11,1,3,1,4
93,-15.867352960483608,0,75,0,3,3,3
52,25.682218108896024,1,25,0,2,3,4
62,-34.80898532430189,0,32,1,2,2,4
22,29.02915802195055,0,76,1,1,1,1
83,-7.655122832386333,0,14,0,3,1,5
97,-27.376647335297832,0,47,0,3,2,3
51,-34.21317932440362,1,45,1,2,2,5
30,-36.15463002431131,0,64,0,3,3,2
20,-45.84548504199291,0,1,0,1,1,4
88,7.3840253460559,0,19,1,1,2,2
9,27.968629160351895,1,79,0,3,3,4
58,-9.684571358914283,0,59,0,3,2,3
69,-27.700659565181752,0,65,1,2,1,1
8,-5.985898654545323,1,50,0,1,3,2
67,10.994000863919332,1,79,1,1,1,4
44,-25.174405947840523,0,100,0,2,1,2
19,7.768272829978194,0,8,0,1,1,5
9,-40.048779698869765,0,58,1,1,3,3
68,-7.255352022146944,0,33,0,1,2,5
32,-17.977429086174347,0,28,1,2,3,4
76,34.16232835421374,0,26,1,3,3,2
2,33.34448548476716,0,48,0,1,1,3
60,-26.62507772789673,1,68,0,1,1,1
40,1.9460276260481706,1,18,0,3,1,3
38,-22.06257392304065,1,40,1,3,2,2
64,-48.569157820949435,0,76,0,2,2,3
50,33.13950874303727,0,93,0,1,2,3
20,-28.460680864391563,0,21,0,2,1,4
19,-32.80358244041686,1,26,1,3,2,5
68,-1.07000607129185,0,59,0,1,3,4
26,-19.80819930164835,1,91,0,1,3,3
43,22.765891474961677,1,44,0,3,1,2
67,-35.12312430915917,0,18,0,2,3,2
25,17.364742644081616,0,75,1,2,1,4
68,-44.66515098937142,1,72,0,1,3,1
56,32.020608152738475,0,42,1,1,2,3
97,38.9963149425853,1,28,1,1,2,1
17,-31.396469717419464,1,96,0,3,3,2
74,16.389694166367164,1,32,1,1,2,1
79,35.85674636473017,0,10,1,2,3,2
1,14.749424425581708,1,18,1,2,3,3
86,-15.848074818515258,1,15,0,3,2,2
13,34.608231371581496,0,42,1,2,2,5
42,-23.242315358499276,1,81,1,3,1,2
79,0.04371139445147776,0,19,0,3,2,4
60,-38.75215967906951,1,8,0,3,2,1
29,-1.55108268490644,0,16,1,3,1,2
2,-25.028553609014875,0,26,1,3,2,4
33,-31.357565884243314,1,49,0,2,1,2
65,-13.927558446088412,1,0,0,2,2,2
10,2.8869581751841267,1,94,1,2,2,2
2,-33.644166995005605,0,41,1,1,3,3
63,-13.822091370410021,1,12,1,2,1,2
94,28.794179479731042,1,96,1,1,3,4
50,28.736833464972122,0,97,0,3,1,4
82,-19.045988133841206,1,19,0,1,3,1
6,-37.210122608032336,0,0,1,3,3,3
42,-9.191140503724164,0,15,1,3,2,5
35,-32.27108952903944,0,6,1,3,2,1
57,10.800263831961459,0,66,1,2,2,3
92,-9.579350272082188,1,92,0,3,2,4
65,-33.04835235487805,0,18,0,3,3,2
56,-18.126731031240702,0,86,1,3,1,5
8,-32.82250332111701,0,69,0,1,2,1
37,-43.786801798062456,0,47,1,1,2,2
62,38.92975280212275,1,94,0,1,1,2
7,33.71017070961271,1,95,0,1,3,4
64,-29.203105996359696,1,55,0,2,3,2
57,-40.217002765514394,1,7,1,2,1,5
69,2.773892806107618,0,24,0,1,1,1
82,-1.9287515948645506,0,61,0,3,3,4
59,0.96010601677051,0,67,0,1,2,5
27,-38.53759734759388,1,4,1,2,1,3
81,-48.3502141759292,0,91,1,2,2,4
60,26.044220329411147,1,29,0,2,2,2
63,-17.195893136322148,0,50,0,1,3,3
66,-49.91152135391909,1,97,1,1,1,4
6,-28.371851564788756,0,41,1,3,3,3
30,-37.51394653263986,1,77,0,1,1,3
78,19.24182227833097,1,15,0,1,1,5
56,-7.652293732091145,1,68,0,3,2,3
16,-15.809079211522423,0,68,1,2,2,4
20,-39.36172451926998,1,66,1,1,1,3
28,-28.172406940685395,1,39,0,1,1,1
28,-5.466214315809701,0,99,1,3,3,4
91,-20.5307721539385,1,6,1,2,1,3
96,-13.080741464294796,0,81,0,1,2,2
97,-38.69074098577953,0,25,0,1,3,1
36,-47.19756213944072,0,58,1,1,1,2
30,-18.499424808855597,0,47,0,1,1,5
17,-1.403654566190724,0,24,1,3,3,5
95,-28.615541773749953,1,48,1,1,2,2
58,-48.05681005392689,0,36,1,2,2,5
7,32.18807124073879,0,44,1,2,1,5
15,29.962273142052027,0,58,0,1,2,2
55,1.3746436308357772,0,30,0,3,2,4
44,19.277992176587375,1,59,0,2,1,4
76,3.268856592988662,0,95,0,1,2,1
86,3.577810818457003,1,62,1,2,2,4
13,-19.855264596299975,0,11,0,3,1,3
16,-1.0350786104532403,0,72,1,3,1,2
31,6.897409468630087,0,26,1,2,3,1
14,21.958461107989905,1,99,0,2,2,1
6,-42.34787813512896,1,48,0,3,3,1
39,-34.07391965734274,1,11,0,2,3,4
72,-43.18853982362285,0,38,0,1,3,2
3,-37.10421299258136,1,18,0,3,2,5
36,-6.79625961442612,1,63,0,2,2,3
22,-23.786018568000177,1,80,0,2,2,3
37,12.44323365447488,0,35,0,2,3,2
53,27.785374161085727,0,40,1,1,3,4
63,-35.288949775722024,0,7,0,3,3,2
34,-21.719823108122668,0,29,0,3,2,1
4,-4.86538728490774,1,78,1,1,3,3
44,12.784664028325615,0,18,0,1,1,1
56,30.35128816597721,0,20,0,1,1,4
100,10.090078647998062,1,71,0,1,2,2
63,21.086929195615795,0,29,0,2,2,5
73,26.266024231009197,1,12,1,2,3,4
44,13.494966347011236,1,20,1,2,2,5
74,13.42784388795436,1,2,0,1,3,3
14,21.23356011379697,0,69,0,3,1,2
76,-10.669384985186966,0,53,1,3,1,3
22,-3.632726427784924,0,47,1,3,3,4
89,-11.514383702882327,1,10,0,3,1,4
44,20.11324635421154,0,43,1,2,2,5
70,-21.784272679108195,0,61,0,3,2,3
32,-29.41300188543869,1,60,0,1,3,3
69,-21.050065453883683,0,15,0,2,1,2
80,21.611216310879115,0,83,0,3,1,4
85,-28.736617626155454,1,60,1,2,3,1
16,-11.068552466760977,1,25,0,2,3,3
19,-43.651592151678884,1,99,1,3,1,2
2,-30.431049686608155,1,31,1,2,1,4
97,-32.70286187163994,1,4,1,3,1,2
45,21.376006130369944,0,93,1,2,3,4
74,23.298573627705508,1,19,1,3,3,4
81,-15.584227539801084,0,93,1,1,1,5
54,-45.714705091705355,0,30,1,2,2,2
46,-36.21549513146805,0,70,0,1,1,4
30,-19.127508304897805,0,29,1,1,2,3
38,2.710983679792598,0,22,1,3,3,5
79,-16.859032887867052,1,8,1,3,2,4
52,-43.20618244101671,1,60,1,1,1,5
75,28.002579125168666,1,16,0,1,2,2
51,13.570858025854307,1,68,1,3,2,5
20,-1.614905146150214,0,59,1,2,2,4
22,-8.523366231976283,0,23,1,1,3,1
15,-8.455848044293639,1,3,1,1,2,3
14,-31.371579380415053,0,51,0,1,1,2
65,18.270143160355303,0,58,0,3,1,2
61,-6.730188640308114,0,96,0,3,1,1
19,-22.14992202053024,1,52,1,3,3,3
70,-6.211001073118496,0,55,0,2,2,1
3,-42.62515650645575,0,99,1,1,3,4
100,26.00370468494698,1,59,1,1,3,4
64,13.975916240659679,1,17,0,1,1,5
48,-27.07589859479083,0,6,0,3,2,4
42,-9.723223263971008,1,63,1,3,2,5
48,-44.9897359680225,0,16,1,3,2,1
36,-43.33100505553977,0,98,0,2,2,2
15,6.3300829275835255,0,84,0,2,1,3
96,-39.801243498399764,0,99,0,1,2,5
93,33.14392100410117,1,83,0,2,3,5
66,26.946210696597547,1,88,1,3,1,2
48,-42.6533379468118,0,38,0,2,2,5
49,-17.520620400272534,1,72,0,1,1,3
18,15.241608316637368,0,23,1,2,2,4
68,-25.791100191656156,0,24,0,2,2,3
49,14.619941875503557,0,98,0,2,1,1
65,-47.20773331911093,1,78,0,2,3,2
23,17.210355871155784,1,18,1,2,1,2
16,-17.040585806630652,1,17,1,2,2,3
12,-25.163914889251757,0,4,0,3,2,2
12,-30.013080680949066,1,39,0,2,3,2
64,29.267061510827716,0,86,1,1,3,3
59,26.659069527573422,0,44,0,1,2,3
99,22.555357895496314,0,55,0,3,2,3
98,-24.859548989283358,1,99,0,3,3,5
44,22.10109477266515,1,40,0,3,1,1
20,-26.8941414227472,0,39,0,3,1,2
73,-41.947427968834745,0,41,1,2,1,5
52,-45.95369947148633,0,84,1,3,3,2
62,-25.77132362457388,1,33,1,1,3,2
32,16.614810254000105,1,73,1,2,2,2
54,36.43052513852902,1,64,1,3,1,1
98,-36.85816708784473,0,63,1,2,2,5
77,32.320304921645985,1,49,0,2,2,1
92,-9.720060731379121,0,42,1,3,2,3
90,33.735076473821906,0,53,0,2,3,5
48,-9.542911330709103,0,25,0,3,3,1
30,-49.13103343818149,0,68,1,1,2,2
48,2.8735045730100097,1,57,0,3,1,3
4,34.13744654586492,1,83,0,3,3,5
79,26.405719266573044,0,56,1,1,3,2
95,-10.018538176435044,0,39,0,3,1,2
45,-25.670210372781526,1,60,1,3,3,4
12,-9.389515221748319,0,45,0,3,2,3
71,35.23768313458574,0,90,1,2,1,1
75,18.727283211268116,0,54,1,3,3,1
38,-12.999070462858583,0,53,1,1,1,5
84,14.005272494283247,1,24,0,2,1,1
76,10.279666075555944,1,78,1,2,1,1
5,-24.815131435331356,1,24,1,1,2,1
19,-21.242219909092945,0,12,0,2,1,3
83,26.911133179679155,0,95,0,1,3,4
42,-47.590565906418185,1,44,0,3,2,5
93,33.40998521699403,1,35,1,2,1,2
10,17.26607634412936,1,42,1,1,2,5
54,-27.78157575667343,1,61,0,3,1,3
94,-14.089720606954067,0,55,1,2,2,5
67,18.1934401825592,1,48,1,2,1,5
81,-1.2600116238148402,1,0,1,3,3,2
55,2.0246931718206937,0,66,0,3,1,3
18,25.280144049117595,0,12,1,2,2,3
7,-15.052473391104805,1,3,1,2,3,5
82,-3.514392742638485,1,26,0,3,3,3
32,9.182200755499686,1,88,1,3,3,5
94,29.51735239023617,1,68,0,3,2,5
78,6.793660733226005,0,10,1,1,1,2
33,-41.68417020492086,1,55,1,3,3,2
84,10.745151590697255,1,1,1,3,1,4
0,24.709206030326584,1,22,0,2,2,3
61,-30.843805900335973,1,1,1,3,3,4
1,13.746158487343706,1,7,1,3,3,5
31,-39.399231979889194,0,5,0,1,1,1
51,-44.442258443678824,1,61,0,2,2,5
24,9.670894114212004,1,16,0,3,1,1
13,19.527596035760354,1,54,1,1,3,3
11,-27.19792384727765,1,21,1,3,3,4
59,6.573602226455044,1,65,0,2,3,3
81,-46.09245082524629,1,29,0,3,2,2
32,-16.62879068640239,0,74,0,2,2,1
61,-10.669976090314016,1,46,1,1,3,3
6,29.379106587126287,1,49,1,1,1,4
76,20.403057232590598,0,21,1,3,2,4
39,-39.80701846199629,0,27,0,1,2,5
5,23.646296670643707,1,82,0,1,3,3
39,24.72729813553157,1,70,0,3,3,3
45,-18.630215626378526,1,43,1,2,3,5
97,-30.804671526521762,1,19,0,3,3,2
40,10.117365088284906,1,84,1,3,3,3
52,-6.134956114687924,1,34,0,1,3,1
51,11.866904162268177,1,97,1,2,3,2
48,31.528798461980372,1,73,1,3,2,1
52,25.05715531315218,0,94,0,2,1,2
22,20.16167076652026,1,81,0,2,2,2
57,35.108296717493815,1,3,0,3,1,2
19,-11.200411513873028,1,92,0,2,1,1
75,-7.601483187874457,1,0,0,2,2,4
30,-4.9348319362820945,0,53,0,2,2,3
30,22.983093210353005,1,94,0,1,2,3
74,20.514997706992816,1,84,1,3,2,5
91,22.191010620531713,0,67,0,1,2,1
54,-4.810690321632762,1,31,1,2,3,4
62,-32.4733902109802,1,8,0,3,1,2
15,10.874280620939722,0,87,1,3,1,3
90,18.970596737108167,1,35,1,1,1,2
97,12.290988633437678,1,11,0,3,1,2
96,-4.301189485192673,0,14,0,3,2,4
90,-8.30792969723143,1,27,1,1,3,4
90,4.934639145135527,0,52,0,3,3,1
44,14.982548905052738,0,62,0,3,2,2
19,-5.92117602070951,1,16,0,2,3,4
3,0.3198250092949806,0,30,0,2,1,5
2,-42.487973399467144,1,14,0,3,3,3
4,39.854072648779265,1,27,0,1,2,5
77,-42.43379976174081,0,93,1,3,3,1
65,-32.07808486610607,1,7,0,3,3,3
84,-39.40466403784083,0,74,0,2,1,3
0,7.858907761897733,0,98,0,1,1,1
77,-5.226274576484833,1,35,0,1,1,4
55,-0.4983144057590394,0,93,0,2,1,3
36,-37.523651742863635,0,37,1,2,3,1
59,-26.307675571238008,1,42,1,1,1,4
74,-37.150374772362795,1,22,1,1,2,2
48,16.42117068351793,0,52,1,1,2,5
63,-28.82548416486036,1,12,1,2,2,4
2,-47.634864197629746,0,46,0,1,2,3
50,29.948177343654407,1,77,1,2,2,1
72,-13.913322126668618,1,58,0,3,2,1
91,29.74488222148271,0,58,1,3,3,1
31,15.400192891488132,0,8,1,1,1,4
29,-32.640710258588925,1,26,0,1,3,2
78,13.451038218087866,1,55,0,3,1,2
1,27.78253205650425,1,71,1,3,2,5
3,37.584321198444414,1,75,0,3,1,5
15,18.70305131940195,1,46,1,3,3,3
43,23.532977888218014,0,79,0,1,1,3
20,29.2955732254715,1,83,1,3,3,3
46,-45.097721446746455,0,91,1,1,1,3
62,36.68583904844978,1,23,0,2,2,2
8,19.710344322422685,1,18,1,3,1,2
85,-33.28775559172787,0,2,1,1,1,3
14,32.54121290242293,1,89,0,2,3,5
45,23.57164596940153,0,73,0,3,1,1
81,-0.54462936488693,1,13,0,1,3,2
55,29.791644125539776,1,18,1,1,1,2
27,-19.02264475170486,1,74,0,1,3,2
0,-49.960816450949274,1,78,0,3,1,1
24,-23.691790893465054,1,7,1,2,1,2
32,23.21119937700901,0,34,0,3,3,2
10,-15.984798639607035,1,5,0,3,2,1
78,-28.153279573145326,1,85,1,3,2,1
8,14.963574390202126,1,93,0,2,2,4
52,-43.93603474641082,1,16,1,1,3,4
88,30.579801581093292,1,2,0,2,1,3
33,19.40727446260577,0,19,1,1,2,1
4,-36.52648373101036,0,24,0,2,3,3
31,-35.14199372028843,0,95,1,1,1,3
68,12.340003336691844,0,61,0,1,3,5
9,36.21298009487781,1,80,1,1,2,4
12,24.404333101524784,1,40,0,2,1,1
16,-35.25393097957978,0,45,0,2,3,2
98,7.670991647622806,0,7,1,3,1,4
55,-11.1240358170081,1,85,0,2,2,1
91,-30.552203450266713,1,27,0,2,2,3
73,29.30007085584522,0,78,1,1,3,1
11,31.74590846212888,1,66,0,1,2,2
93,-27.2517519590542,1,92,1,2,3,1
25,28.00916043077318,0,78,0,2,2,1
52,-23.34517163371519,0,18,0,1,3,5
80,-9.117836518518757,0,95,0,2,2,2
96,-8.492628733245695,0,68,1,3,3,1
74,-24.272648971735375,0,37,1,2,3,3
33,-24.257110092049064,1,54,0,2,1,2
12,17.70773096287465,0,99,1,3,3,5
34,1.514943098819785,1,71,0,1,2,2
95,37.874389384341626,0,16,0,3,2,3
63,-0.6524327390790958,0,95,0,2,3,2
68,21.41137481644482,1,69,1,2,2,1
69,-34.84497197586886,1,19,0,2,2,1
97,-5.327453928091607,0,88,1,2,1,2
20,30.35609528916835,0,41,0,2,2,3
54,-0.4192437713703612,0,97,0,3,2,2
54,-33.60308025303363,1,30,1,3,2,1
19,-9.753662254015438,0,51,0,1,2,1
24,-36.90492578394297,0,55,1,2,1,1
18,33.365549880546894,1,53,1,3,3,4
58,-31.60358505623225,0,39,1,3,2,3
27,32.40667016102239,1,21,1,1,2,2
86,0.4081750870912657,1,75,0,2,1,4
27,39.434445733376606,1,100,1,3,1,4
69,14.662291524571074,0,63,1,2,2,1
73,39.52354891212097,1,61,0,3,2,1
95,-28.49310006751887,0,97,1,2,3,4
66,-46.88900652597587,0,61,0,1,3,5
95,-36.79143640876274,0,32,0,3,3,5
60,36.13643935422505,0,9,0,2,2,3
1,-17.60673364513916,0,52,0,1,1,4
68,4.917904745756147,0,25,0,1,1,2
75,10.851950472024065,0,1,1,2,1,3
7,7.920823198171107,0,8,1,1,1,4
95,-9.64471396088414,0,21,1,2,2,5
