born,start_work,dept,degree,prof,mach_cat,meth_cat,time
1994,2020,4,3,0.2795539304990693,2,3,2
1997,2020,3,4,0.6087448280439333,1,3,1
2002,2020,4,1,0.9247679132748895,2,3,5
1975,1995,3,2,0.4255554192650278,2,1,4
1984,2004,5,3,0.24247948236681938,2,3,1
1975,2009,4,3,0.5179773324651268,1,3,4
1997,2020,2,3,0.7463001333710569,2,1,3
1997,2020,3,2,0.546344946776595,2,3,2
1992,2020,3,3,0.19225230587020814,2,1,1
1995,2020,2,4,0.3951871834032875,1,3,3
1999,2020,5,3,0.5863188331966667,1,3,2
1993,2016,2,2,0.5829043007668665,3,3,4
1961,1999,4,3,0.669310284877887,2,3,5
1969,2006,5,3,0.9775557892468776,2,1,2
1988,2009,3,4,0.5037451217168352,1,1,4
1999,2020,5,4,0.08566156278966963,3,1,1
1981,2010,3,3,0.34721355357293726,1,1,3
1991,2020,4,4,0.11095418694773329,2,1,5
1963,1999,3,3,0.42700288430668565,3,1,4
1985,2010,4,1,0.5697406331220775,3,1,5
1986,2016,1,1,0.8996514803815644,2,3,5
1988,2015,2,4,0.11350079631739007,3,3,3
1993,2020,1,4,0.07108992270984094,3,2,2
1972,2003,2,2,0.6439912849564883,1,2,3
1995,2020,2,1,0.9928933737836337,1,2,3
1976,2005,1,4,0.052871596649365915,2,2,5
1965,1984,1,1,0.7265897924255513,2,2,4
1960,1996,3,1,0.7048347273538411,3,1,5
2002,2020,5,3,0.1021778878212668,1,3,4
2002,2020,5,2,0.5879868240993549,1,3,2
1982,2018,2,2,0.18366915330231048,3,1,3
1972,1997,3,2,0.34136379570647246,1,3,4
1966,1995,3,2,0.6800218667499379,1,1,3
1989,2013,5,1,0.6726956896133284,1,2,4
1977,2005,3,4,0.6441875871832711,2,3,1
2000,2020,5,2,0.3229239398558704,2,3,3
1972,2011,2,3,0.010489296898689715,3,2,5
1982,2005,3,2,0.5730344545686333,1,2,1
1985,2012,2,1,0.25548091829408914,2,2,4
1962,1980,1,3,0.9688178194007254,3,1,4
1985,2010,5,2,0.241268964082198,1,1,1
1985,2011,3,3,0.8416618553367986,1,2,4
1994,2020,4,4,0.3301249390545469,1,2,2
1975,2001,2,2,0.7212000338948293,1,1,4
1998,2020,3,3,0.6258568425194702,2,3,4
1966,2001,1,2,0.4097188144746734,2,1,3
1994,2020,4,1,0.3581931947401247,1,1,5
1981,2008,3,4,0.7809193998188254,1,3,3
1971,1989,4,3,0.13159018533037548,2,3,3
1962,1993,4,4,0.981826094296005,1,3,4
1987,2018,5,1,0.768567875822378,3,3,5
2000,2020,2,2,0.29852057342479243,3,3,5
1979,2017,2,2,0.6241474112276599,1,1,5
1980,2004,5,2,0.2704632771793485,2,3,2
1975,1997,3,4,0.7418786900304315,2,3,1
1993,2020,1,1,0.4664581949198474,3,2,5
1974,2007,5,4,0.9300920153217294,2,2,5
1974,2011,5,4,0.496095155028648,3,2,2
1966,1991,5,3,0.37446695409588493,2,3,4
1988,2010,3,2,0.28201278110862216,1,2,2
1969,2005,2,3,0.05626250798047361,1,3,3
1969,1994,3,1,0.44729246753382,3,1,4
1968,1986,2,1,0.9082225764235639,2,2,4
1988,2020,2,4,0.27318368423516526,1,1,1
2001,2020,2,2,0.4361956740783396,2,1,3
1970,1989,5,2,0.7184113973413718,1,1,4
1999,2020,4,4,0.8867221474886425,1,1,2
1986,2016,1,2,0.9588204142882273,3,2,1
1992,2020,4,4,0.5945047937288954,1,2,4
1984,2012,2,1,0.9692417339397544,1,3,2
1970,1993,2,2,0.11885465801801043,3,3,4
1990,2017,1,4,0.7345893087164239,3,2,5
1987,2008,4,3,0.9746534838763588,3,3,4
1989,2020,1,2,0.5160727846594159,2,2,5
1983,2003,3,2,0.6692690080900034,3,2,3
1960,1985,2,1,0.933751480433112,3,3,1
1992,2017,4,2,0.6421788790273892,2,1,2
1979,2002,2,3,0.3752843331926692,2,2,5
1960,1980,3,2,0.2838506233947281,2,3,1
1996,2020,3,4,0.44245252327978024,2,2,5
1977,2001,2,3,0.18584907722137345,1,2,1
1961,1980,4,1,0.9600619550092307,3,2,4
1984,2019,4,4,0.5825690392607099,3,3,4
1993,2020,2,4,0.9411547351614482,2,2,2
1970,2004,5,3,0.9641264559648703,1,1,2
1983,2013,2,4,0.7125037913046153,2,1,4
1984,2014,2,4,0.33394917736797125,3,3,4
1964,1996,4,3,0.6273610198879015,2,3,2
1994,2020,2,3,0.7662039821017286,2,3,5
1967,1992,2,4,0.03614847884455519,2,2,2
2001,2020,2,3,0.6282885398414891,1,1,5
2001,2020,2,2,0.816130200969171,2,2,5
1993,2020,2,2,0.9007139279046688,3,3,4
1992,2016,3,2,0.21616334618899413,2,2,5
1977,2010,2,2,0.9441196166332506,3,2,1
1987,2020,4,4,0.10811295452143677,2,2,1
1995,2020,5,2,0.2086427290655597,1,2,4
1971,1991,3,4,0.768899381193964,3,2,1
1965,1986,2,4,0.17241690050103997,1,2,2
1976,2000,3,3,0.8713807263590707,3,3,2
1996,2016,1,2,0.0757304239059785,1,1,4
1998,2020,2,3,0.35231455408367485,1,2,3
1983,2016,5,1,0.5666860795528422,2,3,2
1970,2004,2,1,0.4851508860317839,3,3,5
1987,2020,3,3,0.5367597674712983,2,3,1
2000,2020,1,1,0.7112563175741567,1,2,2
1989,2020,2,1,0.7110978388237793,2,2,2
1992,2016,1,4,0.25300131699735606,3,2,2
1974,2009,3,2,0.14748779231963527,3,2,2
1997,2020,2,3,0.2989822334983301,1,2,2
1999,2020,4,3,0.29226876245102873,1,2,1
1960,1986,2,4,0.5827427398208612,3,2,2
1963,1993,4,3,0.7718463774360405,1,1,5
2001,2020,3,1,0.7204913558801097,1,1,2
1991,2020,2,1,0.25868609470828074,3,3,1
1982,2005,1,1,0.32769495460448006,3,2,3
1971,1995,1,4,0.520839615016734,2,3,5
1989,2020,5,3,0.7807504426009314,3,1,3
1981,2020,4,2,0.4102234024459601,3,2,2
1969,1997,5,4,0.5906873796853618,1,1,4
1981,1999,5,4,0.1037507162189899,3,2,2
1962,1986,2,2,0.9319551301505987,2,1,2
1963,1993,4,1,0.9543423804656508,2,1,3
1996,2020,2,3,0.534924906633127,2,1,2
1972,2008,4,2,0.7426632552198678,1,2,3
1969,1994,4,3,0.07746538612564102,3,2,2
2001,2020,5,1,0.5682308235104159,3,2,1
1988,2010,3,1,0.7114534709111823,1,3,5
1967,1986,3,2,0.4330048181656879,3,2,2
1998,2020,5,2,0.5161362050524114,2,1,5
1990,2017,4,4,0.3021030713111208,1,1,5
1977,2006,1,4,0.761980410387475,2,1,1
1961,1998,2,1,0.8919957940640125,2,1,1
1996,2020,3,4,0.40185424900667654,3,1,2
1964,2002,1,1,0.49972575740728364,2,3,5
1987,2015,2,4,0.8563179107002261,1,1,2
1984,2020,1,2,0.266590283586142,2,3,5
1993,2014,2,1,0.528613054406744,1,1,5
1964,1985,5,4,0.8276462541376489,1,1,3
1963,1998,3,2,0.5931864851810666,1,3,2
1974,1994,2,3,0.7024256003750613,1,3,1
1993,2018,1,2,0.18646281992686387,2,1,4
1985,2018,3,4,0.05958912223372703,2,2,3
1976,2006,3,1,0.16578310960906373,3,1,1
1999,2017,2,1,0.5545707311573119,3,1,4
1994,2018,1,4,0.3924933772071517,1,1,3
1984,2018,5,3,0.8972739892975454,1,3,1
1961,1982,5,4,0.08020194542166059,3,1,3
1974,2006,2,2,0.16737917119937806,2,2,4
1965,1995,2,1,0.40028420553073263,1,1,3
1961,1979,3,3,0.0819821469886084,3,1,5
1973,2001,4,3,0.9700518439834416,2,3,3
1978,2013,5,2,0.09231765769704725,2,3,5
1962,1990,4,3,0.5739571766939076,1,1,5
1979,2006,1,2,0.7857081848024826,1,3,5
1991,2020,2,1,0.37023735503016986,2,2,3
1982,2002,3,2,0.5149272431066734,1,1,2
1975,2006,2,3,0.9985198641274433,1,3,3
1969,2006,5,3,0.9136759632376742,2,1,4
1983,2020,4,3,0.2876629319774642,2,1,4
1986,2010,3,3,0.5259284071423397,1,2,3
1979,2001,4,4,0.6102816770247044,1,3,3
1985,2020,3,4,0.26089592550889895,1,1,1
1984,2006,4,4,0.23533370671093157,1,1,4
1970,2007,3,2,0.9859293068073554,2,1,4
1971,2006,3,3,0.9835467515545344,3,1,5
1991,2017,2,3,0.4119660127981679,2,2,4
1965,1984,2,3,0.1801493490322852,3,2,3
1995,2020,2,3,0.1185588836739474,1,3,2
1964,1995,4,3,0.07589190987014482,2,3,5
1975,1993,5,4,0.21027919482451907,2,2,2
1985,2014,5,1,0.44585512501439295,1,3,3
1971,1997,3,1,0.04867161537457343,1,1,3
1975,2005,4,3,0.3703367662431919,2,2,3
1963,1992,5,4,0.17588563162015713,2,3,4
1977,2009,3,2,0.7460069833376545,3,2,4
1990,2020,3,2,0.12896154785462322,3,1,5
1993,2020,3,1,0.5429795705465021,3,1,3
1977,2003,4,4,0.020551246972024373,1,1,5
1971,2007,3,4,0.46135895365833757,1,3,1
1986,2020,3,3,0.5162592023232545,1,1,3
1998,2020,5,4,0.894595718704431,2,2,4
1969,1989,3,3,0.26871721599787457,3,2,4
1983,2012,2,3,0.9442694133443379,1,1,1
1984,2020,2,4,0.6206006872246557,3,2,1
2002,2020,5,2,0.9739409302699213,3,2,1
2001,2020,3,3,0.1851552988970382,3,2,3
1966,1989,4,4,0.9762198187272777,1,1,2
1964,1988,3,2,0.1726739277746815,1,3,1
1977,2001,1,2,0.4773283903453758,1,1,1
2002,2020,5,1,0.12665536281594736,2,1,3
1981,2020,1,4,0.01562055446973376,3,3,5
1995,2020,1,4,0.48460202700563015,2,3,4
1994,2020,2,4,0.6100943808969478,3,3,5
1996,2020,4,4,0.8376114438382294,2,3,2
2002,2020,3,2,0.6001319895316918,1,1,3
1989,2020,1,4,0.6353074880829636,3,3,4
2002,2020,2,4,0.8717267348931119,2,2,2
1974,2006,4,1,0.425776225619552,2,1,4
1985,2010,4,3,0.7309918977856161,2,3,1
1999,2020,5,4,0.17485572434536856,2,3,4
1980,2017,4,1,0.7743017201136746,2,1,5
1995,2020,5,4,0.19114283030223045,3,3,2
1983,2009,4,4,0.5639797970280706,1,3,2
1996,2019,1,3,0.46797996673481923,1,1,5
1989,2017,1,2,0.21684982852400947,3,3,4
1967,1991,3,2,0.2177307205502681,3,2,2
2001,2020,2,1,0.1389416494130704,1,3,5
1980,2012,5,3,0.01036903058196792,2,2,4
1991,2020,5,2,0.7735435597097595,1,2,2
1994,2017,3,3,0.12239459950708675,3,1,5
1985,2016,2,1,0.49978182436178864,3,1,1
2002,2020,2,4,0.3848555445521059,1,2,5
1985,2005,5,3,0.6643708835730335,3,2,5
1994,2019,2,1,0.39942179411316137,2,3,4
1998,2020,2,4,0.09936136508453042,2,3,1
1995,2020,5,1,0.7972304888180727,1,2,5
1979,2014,4,2,0.8905181993719119,2,3,5
1961,1991,1,3,0.0068121963391748475,3,1,4
1962,1986,4,3,0.7355756206753638,1,2,1
1979,2008,2,2,0.8016695056985328,1,1,1
1981,2018,2,1,0.9069254241447594,2,3,2
1989,2020,4,2,0.21204949758808456,3,1,4
1996,2020,3,4,0.13074540697362902,1,1,1
1967,1998,3,1,0.5249894519816765,1,1,2
1975,1995,4,4,0.3286140576238564,2,3,2
1997,2020,4,4,0.9780462858466531,1,3,1
1974,2003,5,1,0.25666794731055975,2,1,5
1974,2010,5,2,0.13056217250983804,3,2,4
1971,1999,3,3,0.5129156787616487,1,1,4
1967,1998,3,2,0.6665911140221809,2,2,4
1976,2010,3,4,0.7297621026487177,3,3,3
1960,1995,1,3,0.8231045206357039,1,3,2
1966,1996,5,2,0.6874139198330592,2,2,5
1995,2020,1,2,0.620749244131118,2,2,1
1975,2012,4,2,0.35081418124552266,2,3,5
1967,1995,3,1,0.40478704211235117,2,2,2
1990,2020,3,1,0.7332218287429575,2,2,4
1974,1996,4,4,0.15689261809877975,1,1,1
2001,2020,3,1,0.3494733329974681,3,1,5
2000,2020,3,4,0.6763105151284334,1,3,1
1961,1986,1,1,0.11836199446763895,2,1,1
1971,1992,2,1,0.6480683209863727,2,3,4
1973,2012,5,3,0.6381214107648662,3,1,1
1960,1987,1,4,0.47302531093354816,3,3,1
1988,2020,3,1,0.2669416967372168,2,2,1
1975,1994,4,1,0.5475744156979213,2,2,2
1971,1991,3,3,0.755642123641624,2,3,4
1988,2020,4,4,0.24548462778161884,2,1,5
1978,2001,4,1,0.14388174169135115,2,3,1
1986,2020,5,4,0.7659764811902057,1,3,5
1983,2008,5,1,0.44195006599184605,3,2,2
2001,2020,2,1,0.43744978862051165,3,2,4
1974,1993,3,1,0.5543676469907172,2,2,1
1960,1992,3,4,0.5019222294152994,2,3,2
1987,2019,5,4,0.8004172959393607,1,2,3
1975,1996,5,3,0.8917744873393588,1,1,2
1965,2003,5,3,0.31300108579237995,3,1,4
1985,2018,2,1,0.19805555147767195,2,1,4
1985,2005,5,1,0.9433820486547585,3,3,2
1962,1995,3,4,0.6882005342417391,2,2,3
1963,1994,4,3,0.1234183188185134,2,3,2
1980,2011,4,4,0.1274348693282764,3,3,1
1971,2003,3,1,0.4755500587887689,3,3,2
1998,2020,2,1,0.800386193704495,2,3,1
1966,1996,3,1,0.6386337351333682,3,1,4
1982,2020,2,1,0.9101920253638217,2,1,1
1960,1990,3,2,0.7619872779960427,2,1,2
1992,2020,5,1,0.7109473914248639,3,3,2
1984,2019,3,2,0.6279062697052438,3,1,2
1971,2002,5,4,0.24130299420872692,3,3,4
1987,2014,5,4,0.7037809160551979,3,3,5
1988,2020,1,4,0.7812668060027678,3,1,4
1988,2010,2,4,0.09528295260731989,1,2,5
1999,2020,3,1,0.05279849605845144,2,1,2
1992,2014,4,3,0.48406676576491925,1,1,4
1976,2008,4,3,0.8155993823236803,1,1,4
1965,2003,5,3,0.1512038077937332,2,3,3
1987,2014,3,3,0.5111689012605638,1,3,2
1995,2016,4,3,0.7603767797225494,2,1,3
1962,1992,3,2,0.4682461281949337,2,1,1
1990,2013,1,2,0.5839144471846596,2,3,5
1971,1990,1,4,0.14182658057388686,1,2,3
1998,2020,4,1,0.277497977219883,1,1,5
1964,2003,5,2,0.8516275884342492,3,2,3
1990,2011,2,2,0.5145459734680236,2,3,2
1965,2000,4,4,0.9413501669420936,1,3,4
1967,1996,1,3,0.5700504949516112,3,1,2
1999,2020,4,3,0.5980975414421869,3,3,3
1979,2009,3,1,0.8103059909414038,3,2,4
1960,1984,1,1,0.7990439342603005,1,3,4
1980,2003,5,3,0.4693626167003234,3,3,5
2001,2020,4,3,0.7850033267884067,2,1,1
1998,2020,4,2,0.1206625299278038,1,3,2
1979,2018,1,1,0.6581971668430685,3,2,2
2002,2020,4,3,0.6729916404886194,1,3,5
1985,2010,5,4,0.7231920665698404,2,1,3
1982,2007,4,2,0.38399217400043983,2,3,4
2000,2020,3,4,0.058121374497620226,3,3,2
1978,2006,2,1,0.23080639342016174,2,3,1
1982,2007,2,3,0.29414273421892256,2,2,2
1962,1999,5,2,0.011403284780431178,2,2,1
1993,2020,1,2,0.8437528612798981,3,3,4
1975,2006,2,1,0.58878062962133,3,1,5
1984,2004,5,2,0.25599586229443116,2,1,2
1984,2004,3,1,0.16478844346319244,1,2,2
1973,1997,5,3,0.2828250123638725,2,1,2
1986,2020,3,4,0.7017089973655822,1,2,3
1962,1984,3,2,0.17776355104321795,3,2,1
2002,2020,5,4,0.6685500854052616,2,1,5
2002,2020,1,2,0.8375993124882676,2,2,5
2000,2020,4,2,0.6253023479385701,3,3,5
1971,1997,3,2,0.24910177420903412,2,1,1
1994,2020,4,2,0.7635813685606396,2,2,1
1981,2013,5,2,0.1775374294960681,2,2,3
1989,2016,4,3,0.3006472141196689,3,1,3
1987,2018,4,4,0.906436888671439,1,2,1
1997,2020,4,1,0.7731500326827944,2,2,5
1986,2007,4,3,0.5350863336220182,1,1,3
1976,1996,3,1,0.9131199460293259,1,1,2
1974,2013,3,2,0.35279078757158744,2,2,2
1973,2006,5,1,0.5569586411295578,3,1,5
2000,2020,4,2,0.2288779881158014,2,3,4
1964,1986,1,3,0.5293228442893735,2,1,5
1992,2017,5,2,0.13260009417865792,1,1,3
1989,2020,1,1,0.8064537622802099,1,3,4
1989,2020,2,4,0.5594436848683275,1,2,1
1968,2004,4,4,0.17616394070242225,1,1,4
1978,1998,1,4,0.44408542635965464,2,2,3
1960,1999,3,1,0.6447450962089629,3,3,1
1970,1999,2,1,0.2172181926657737,2,3,5
1965,1994,3,3,0.4643914515199117,1,1,4
1969,1998,2,4,0.9094496765635948,2,2,5
2001,2020,5,4,0.4187015083832186,1,1,3
1986,2020,2,4,0.9791042070892974,2,3,1
1972,1996,3,3,0.05243002289618914,3,3,4
1997,2020,1,2,0.7697428590432027,2,1,2
1977,2009,5,1,0.6691868999799758,1,1,3
1960,1995,3,1,0.7373887526271712,2,1,5
1972,2000,3,4,0.12237410828708595,2,1,3
1992,2014,3,2,0.5642709276273926,2,1,4
1995,2020,5,1,0.4282256236810028,1,1,5
1971,2005,1,1,0.5799439622422834,3,2,1
1978,2016,3,4,0.7335601714531372,2,1,2
1999,2020,3,3,0.9591923173233095,3,1,1
1971,1995,2,2,0.9747724874770016,3,1,2
2001,2020,4,4,0.8772607480032096,1,3,1
1961,1998,5,3,0.3820324107105725,2,2,3
2001,2020,1,4,0.7231093454979836,3,3,5
1968,1986,4,4,0.11061174417789132,3,1,5
1975,2003,4,4,0.01806821429241201,1,1,2
1995,2013,2,1,0.1982993749408143,2,2,4
1990,2015,2,3,0.08160529255328919,1,3,1
1984,2012,3,2,0.32773502314795855,2,1,3
1997,2020,5,2,0.23907470046236867,3,1,5
1986,2020,3,2,0.6285571352819651,2,1,4
1975,2010,1,2,0.5420934467828066,3,1,4
1969,2007,5,2,0.5538477369105443,2,1,4
1975,2009,5,1,0.5736178400191262,3,2,2
1999,2020,1,4,0.7945288879782159,2,2,4
2002,2020,2,3,0.5879215723187716,1,2,4
1978,2006,5,4,0.9106774897316356,2,1,3
1960,1984,1,3,0.42316716458570236,3,2,2
1963,2003,4,2,0.4379023811337671,3,1,3
1996,2020,5,3,0.3139378548980497,1,1,4
1986,2006,2,2,0.9230705651704866,2,2,1
1968,1995,1,2,0.0983566787680088,2,1,3
1975,2012,4,1,0.9070542166888416,3,2,1
1986,2012,5,1,0.6245760174561867,3,1,4
1971,1990,1,3,0.5841442085721362,3,2,2
1971,1996,5,4,0.7297180106636081,3,2,1
1973,2006,1,1,0.3855454109555132,1,1,1
1970,1998,3,2,0.6797912681804172,2,3,2
1989,2020,1,2,0.5035417682787806,3,1,5
1970,2010,3,2,0.546485955902198,3,2,5
1970,1998,5,4,0.4140726492659135,2,2,5
1998,2020,3,4,0.14588553873996735,3,1,5
1984,2003,5,1,0.8989536500230978,1,2,5
1996,2020,1,4,0.6561226908993626,1,1,2
1981,2017,5,4,0.635418820268734,1,1,1
1972,1991,3,1,0.8127231412623632,3,1,4
1971,1996,4,1,0.0999598837977036,2,1,4
1999,2020,2,4,0.8535927319861397,3,1,4
1971,2005,4,1,0.3783994271473996,3,3,3
1991,2013,5,2,0.44928812884770963,3,3,4
1973,2000,3,4,0.6455254255974348,1,2,2
1973,2004,5,3,0.46014834769574575,3,1,4
1993,2020,3,1,0.8700150496340261,3,2,1
1979,2014,1,4,0.21289782745843722,3,1,3
1986,2017,3,2,0.13962338643098948,3,2,1
1999,2017,1,3,0.05473872857914752,2,2,4
1993,2018,4,1,0.48715624383503253,3,3,3
1989,2020,3,4,0.2371243263068077,1,2,3
1987,2014,1,4,0.2794170601846224,1,3,1
1997,2018,3,3,0.54824370342026,1,2,5
1997,2020,4,4,0.5427371015112147,3,2,5
2001,2020,4,4,0.7720780407747804,2,2,5
1997,2020,3,4,0.5530863280082969,3,2,3
1969,1990,1,2,0.7381221874121889,1,3,1
1995,2020,1,1,0.9611895238621752,3,3,3
1979,2019,4,1,0.1713753497299788,3,2,2
1990,2009,5,4,0.6486046409695532,1,1,1
1996,2019,1,4,0.8397774122961492,2,2,3
1961,1982,5,1,0.24679074597770634,3,1,5
2000,2020,4,1,0.44391093359888734,1,3,2
1975,2000,4,4,0.2535706595482209,1,2,3
1961,1986,4,1,0.9264803466173559,3,1,2
1967,2005,3,2,0.8653397079241503,1,2,4
1973,2012,3,2,0.685206589582393,1,2,5
1986,2008,5,3,0.4987238979852917,1,1,3
1982,2000,4,3,0.2782282771129717,1,2,5
1984,2018,1,3,0.6918059160892773,2,3,5
1979,2016,5,3,0.6780782081963412,1,1,2
2001,2020,5,4,0.11207996149436328,1,1,3
1994,2020,4,1,0.7094678145738513,1,1,1
1986,2010,3,3,0.40056558977184364,3,2,5
1982,2007,4,1,0.8780402023726972,2,2,4
1975,2012,5,1,0.13823789824073096,3,2,1
1978,2003,4,4,0.7130235239557924,1,3,4
1984,2018,4,4,0.044463661690398504,2,2,4
1988,2018,5,2,0.577544087670974,2,2,5
1989,2015,5,2,0.8309430909377984,2,3,4
1965,2001,2,1,0.5789540738913808,3,2,5
1982,2005,2,1,0.06559844538058457,1,1,5
1997,2020,2,2,0.16587163310729836,3,3,5
1997,2020,2,4,0.9681073384174925,3,2,1
1998,2020,4,2,0.07514011996014092,3,3,5
1986,2010,4,2,0.4791419672870284,2,3,3
1983,2020,2,4,0.557457722893668,2,2,3
1960,1998,2,2,0.08143046209956384,1,1,2
1979,2013,2,4,0.42695040138616236,3,3,4
1961,1990,4,2,0.06092052117504476,3,1,5
1982,2018,3,1,0.5721300488853523,2,2,4
1961,1992,1,2,0.6735286153085607,3,2,5
1997,2019,5,4,0.8121478103620796,1,2,4
1982,2013,1,4,0.5952942140962844,2,1,5
1962,2002,2,2,0.12706935691853527,3,3,4
1960,1992,1,2,0.9987836913702024,2,1,2
1961,1988,5,2,0.0400792800652795,2,3,2
1963,2003,2,4,0.42158137385288696,2,1,2
1989,2007,3,2,0.18211990283506185,3,1,2
